报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2017-12-31,2016-12-31,2015-12-31,
销售商品、提供劳务收到的现金(万元),48836,34613,15516,84802,72017,51968,29581,78869,64249,78615,46677,55322,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),378,378,376,157,190,4,,108,108,131,18,255,
收到的其他与经营活动有关的现金(万元),4426,3277,1868,6200,4864,4447,2602,3664,2689,1724,1413,1587,
经营活动现金流入小计(万元),53640,38268,17760,91159,77071,56418,32183,82641,67046,80469,48108,57164,
购买商品、接受劳务支付的现金(万元),30961,21740,10200,51696,39283,28493,10777,57951,46773,55334,25606,29520,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),4539,3388,2104,7147,5714,4169,2126,7168,5300,6045,4102,4138,
支付的各项税费(万元),2499,2005,1260,6109,5666,5019,1426,10075,8568,7533,6378,5742,
支付的其他与经营活动有关的现金(万元),4466,2323,1149,6830,7383,5023,3122,4469,2497,2854,1921,2305,
经营活动现金流出小计(万元),42464,29456,14713,71782,58046,42704,17450,79663,63138,71766,38007,41704,
经营活动产生的现金流量净额(万元),11175,8813,3047,19377,19024,13714,14733,2977,3908,8703,10101,15460,
收回投资所收到的现金(万元),154156,117304,44933,140726,106306,76526,36000,109528,83715,101293,79320,10543,
取得投资收益所收到的现金(万元),869,664,227,864,684,471,151,773,627,1499,541,40,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,0,392,9,0,,11,9,27,36,3,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,10114,,,
收到的其他与投资活动有关的现金(万元),1362,1362,1362,818,938,560,,563,563,835,7824,59382,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),156387,119330,46522,142800,107937,77557,36151,110875,84914,113766,87721,69968,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),9061,8996,3580,5588,2872,1820,984,7102,6858,1361,862,3669,
投资所支付的现金(万元),179835,128657,50652,146976,115596,82113,41634,106143,80713,98190,75310,36728,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),60,,,14,6,,,289,289,88,622,60594,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),188956,137653,54232,152578,118473,83933,42618,113533,87859,99639,76794,100991,
投资活动产生的现金流量净额(万元),-32569,-18323,-7711,-9778,-10536,-6376,-6467,-2658,-2945,14127,10927,-31023,
吸收投资收到的现金(万元),80762,80762,,,,,,,,5713,,800,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,800,
取得借款收到的现金(万元),1000,1000,1000,2150,1700,1100,1000,2000,2000,4000,,550,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,
筹资活动现金流入小计(万元),81762,81762,1000,2150,1700,1100,1000,2000,2000,9713,0,1350,
偿还债务支付的现金(万元),1552,1052,1000,2000,2000,2000,2000,,,4000,,550,
分配股利、利润或偿付利息所支付的现金(万元),69,48,24,69,49,35,23,4117,4093,44174,3100,819,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,2976,100,,
支付其他与筹资活动有关的现金(万元),2258,2755,5,271,,,,,,1856,800,,
筹资活动现金流出小计(万元),3879,3855,1028,2341,2049,2035,2023,4117,4093,50030,3900,1369,
筹资活动产生的现金流量净额(万元),77883,77907,-28,-191,-349,-935,-1023,-2117,-2093,-40317,-3900,-19,
汇率变动对现金及现金等价物的影响(万元),-4,-1,-1,-6,-9,-13,-6,35,37,-6,6,10,
现金及现金等价物净增加额(万元),56485,68396,-4693,9403,8130,6390,7237,-1763,-1094,-17493,17134,-15571,
加:期初现金及现金等价物余额(万元),30353,30353,30353,20949,22952,20949,20949,22713,22713,40205,23071,38642,
期末现金及现金等价物余额(万元),86838,98749,25660,30353,31082,27339,28187,20949,21619,22713,40205,23071,
净利润(万元),,6357,,17272,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,151,,-10,,,,,,,,,
