报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),18737,12393,7018,23744,17077,10396,4618,24272,19008,12696,6401,22834,16440,10252,4723,23454,18025,27958,11598,15778,14108,9005,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),329,206,127,520,229,115,23,521,497,301,35,412,390,249,98,459,311,459,182,340,156,59,
收到的其他与经营活动有关的现金(万元),780,594,266,708,556,363,1280,1931,663,480,206,421,114,79,33,415,368,301,139,200,227,42,
经营活动现金流入小计(万元),19846,13193,7411,24971,17862,10874,5921,26724,20168,13477,6642,23668,16944,10580,4855,24328,18704,28718,11919,16318,14490,9106,
购买商品、接受劳务支付的现金(万元),10078,6680,3150,16263,12158,7638,4009,11975,9154,6169,2804,10416,7547,4626,2157,8855,6973,11872,5506,6335,6387,2508,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
