报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),61530,36647,14026,95706,56855,34772,13139,61318,20312,51392,19688,46674,45946,37978,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,47,,54,,
收到的其他与经营活动有关的现金(万元),2120,1119,432,970,756,651,389,2467,1524,1938,301,847,285,81,
经营活动现金流入小计(万元),63650,37766,14457,96676,57610,35423,13528,63785,21836,53330,20036,47521,46285,38059,
购买商品、接受劳务支付的现金(万元),16662,9932,6501,23102,13751,9383,3627,11540,4029,4923,2318,4818,5870,7364,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),48376,31534,16381,44557,31055,20053,10214,30207,16040,26256,12751,27157,25161,18544,
支付的各项税费(万元),4127,3280,1946,6657,5038,3465,1643,4905,2214,4330,3301,3820,6607,5433,
支付的其他与经营活动有关的现金(万元),4605,3350,1487,4161,3495,2577,1438,3621,2053,4455,2387,2304,2610,2330,
经营活动现金流出小计(万元),73770,48095,26314,78477,53339,35477,16923,50273,24336,39964,20757,38099,40247,33670,
经营活动产生的现金流量净额(万元),-10120,-10329,-11857,18199,4271,-54,-3395,13511,-2501,13366,-721,9422,6038,4389,
收回投资所收到的现金(万元),,,,,,,,,,,68410,,76687,85135,
取得投资收益所收到的现金(万元),862,465,240,970,721,492,243,1046,536,916,390,548,167,96,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),105,3,0,2788,2788,2787,1745,4,,14,140,7,29,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),253707,144357,48730,162302,123882,74317,40767,224496,129021,191924,,139011,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),254674,144825,48970,166060,127391,77597,42755,225546,129557,192854,68939,139565,76883,85231,
