报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),78715,46840,26347,77376,23402,23265,14889,39478,34072,22072,12122,56888,34121,27027,18751,28884,25432,15905,8271,16657,11459,6535,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1833,1352,671,1940,1982,1514,1074,625,532,414,259,342,271,182,175,189,189,2,2,104,4,6,
收到的其他与经营活动有关的现金(万元),1757,751,314,2869,1642,1027,784,2654,1249,953,498,2794,1716,2011,819,1215,960,1120,230,519,355,300,
经营活动现金流入小计(万元),82306,48943,27332,82185,27027,25806,16747,42756,35853,23440,12879,60024,36108,29221,19744,30287,26581,17027,8503,17280,11818,6841,
购买商品、接受劳务支付的现金(万元),69092,43627,28469,64675,13948,16999,12151,22399,27695,19534,11449,48316,28076,22492,16681,16228,12788,10101,5098,8736,10642,6397,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),5966,4064,2169,7163,5222,3450,1712,6092,4678,3097,1754,4848,3479,2319,1174,3700,2641,2681,1066,1806,1103,630,
支付的各项税费(万元),1374,1029,572,3714,2454,1863,1182,1878,1007,1011,596,3864,2848,2105,1422,3336,2234,2756,1211,1285,1044,72,
支付的其他与经营活动有关的现金(万元),8714,5573,3315,10028,8365,5510,2856,7842,6018,3961,2151,6324,4405,2895,2415,4556,3685,4016,1486,2707,1640,951,
经营活动现金流出小计(万元),85146,54292,34526,85581,29989,27823,17901,38210,39398,27603,15951,63352,38808,29810,21692,27820,21349,19554,8861,14534,14429,8050,
经营活动产生的现金流量净额(万元),-2840,-5349,-7194,-3396,-2962,-2016,-1154,4546,-3545,-4163,-3071,-3328,-2700,-590,-1947,2467,5232,-2527,-358,2746,-2611,-1209,
收回投资所收到的现金(万元),,,,2620,920,920,605,,25,25,,,,,,,,,,,30,,
取得投资收益所收到的现金(万元),,,,7,,,,4,,,,,,,,,,1,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),258,165,172,554,358,11,11,181,181,16,13,66,66,65,4,,,,,,81,26,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
