报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),44361,31361,14375,75935,55022,36962,12664,55354,32116,14558,56801,30881,54228,50545,48683,32721,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),334,,,8,8,,,30,30,,,,,,,,
收到的其他与经营活动有关的现金(万元),2561,1310,786,4257,886,672,1818,589,285,87,1348,760,2192,493,320,103,
经营活动现金流入小计(万元),47255,32671,15161,80199,55916,37634,14482,55973,32430,14645,58149,31641,56420,51038,49003,32823,
购买商品、接受劳务支付的现金(万元),16052,11086,8693,36538,24230,17098,8058,22693,17292,6614,21123,10695,22054,22244,20539,14955,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),11792,8080,4671,12939,9262,6441,4139,10881,7179,3493,10340,5131,8210,7971,3162,2346,
支付的各项税费(万元),4157,2535,1251,9465,7553,5196,2836,5898,3932,2162,7414,3586,7349,7348,3718,2679,
支付的其他与经营活动有关的现金(万元),14817,9284,2614,10120,4851,3723,2401,9369,4604,1965,10692,4248,8181,10095,5381,4296,
