报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),66917,43743,18160,101548,58567,35826,21185,58635,33981,14105,4670,30119,17616,10017,5677,25005,11796,8026,4123,19296,20818,14556,11748,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),448,317,0,330,132,,,166,147,96,,,2,,,67,67,59,,10,,,,
收到的其他与经营活动有关的现金(万元),9734,5738,2053,21496,32097,4841,4896,7539,6045,2077,611,2320,1467,1315,313,1971,2137,1382,612,1242,888,685,1587,
经营活动现金流入小计(万元),77100,49797,20213,123374,90796,40667,26081,66341,40173,16279,5281,32439,19085,11333,5990,27043,14000,9468,4735,20548,21706,15241,13335,
购买商品、接受劳务支付的现金(万元),49582,33934,15238,71806,55185,32779,13891,34207,22034,11274,5382,17555,12307,7419,3289,11152,8589,5195,2434,10797,10203,8295,10124,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9733,6754,3356,12012,8287,5348,2556,5712,3879,2119,907,3304,2471,1557,691,2508,1798,1156,551,2010,1131,960,678,
支付的各项税费(万元),5463,4073,3448,7734,5283,3757,2586,5963,4106,1895,1130,3527,2186,1356,840,2833,2189,1213,655,2450,2688,1719,1011,
支付的其他与经营活动有关的现金(万元),18661,10673,7713,19682,28286,8858,4647,17123,10304,5443,1460,5635,4104,2863,1012,5205,4169,2327,1153,3815,2965,1500,2798,
经营活动现金流出小计(万元),83438,55434,29755,111234,97041,50743,23679,63005,40324,20731,8880,30022,21067,13195,5834,21697,16746,9892,4792,19071,16987,12475,14610,
