报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,
销售商品、提供劳务收到的现金(万元),827297,498397,187095,1146363,949296,648091,330762,1041358,767286,240288,842542,638665,507659,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,
收到的税费返还(万元),1631,1103,364,1666,1074,722,397,2196,1754,514,2301,1868,2179,
收到的其他与经营活动有关的现金(万元),9942,7103,3916,10692,6512,1952,1292,13247,10234,4614,9235,6826,11986,
经营活动现金流入小计(万元),838870,506602,191375,1158721,956882,650765,332450,1056800,779274,245416,854077,647359,521824,
购买商品、接受劳务支付的现金(万元),360421,214770,140211,589758,506841,301025,153941,586373,447697,152139,505355,295801,265024,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),115921,76683,38950,148206,106962,69872,35900,122562,90366,32089,85077,58667,48483,
支付的各项税费(万元),69348,39598,17723,107359,81672,53548,26837,82509,47984,20241,75420,65292,50498,
支付的其他与经营活动有关的现金(万元),52992,28506,12860,83665,58330,35135,12445,74341,54497,17193,71846,49675,49445,
经营活动现金流出小计(万元),598682,359558,209745,928988,753805,459579,229123,865785,640544,221662,737699,469435,413450,
经营活动产生的现金流量净额(万元),240188,147044,-18369,229733,203077,191186,103328,191016,138731,23753,116379,177924,108374,
收回投资所收到的现金(万元),1000,,,,,,,,,,4500,,4500,
取得投资收益所收到的现金(万元),8403,5770,2465,10611,5717,4172,1359,10137,8412,2660,10007,6987,3640,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),203,34,25,660,485,481,436,1188,167,,1717,1738,938,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),2072007,1515923,588136,2492686,1867426,1375941,685156,2200620,1514633,518127,2114733,1354961,862148,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,
投资活动现金流入小计(万元),2081613,1521727,590626,2503958,1873628,1380594,686951,2211945,1523213,520787,2130958,1363686,871225,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),27537,17011,15680,44861,30488,25837,14951,48527,35777,15468,41387,36313,24074,
投资所支付的现金(万元),,,,,,,,1000,1000,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,1,1,1,1515,,,
支付的其他与投资活动有关的现金(万元),2346408,1681201,770080,2638326,1923210,1472583,731796,2290528,1572532,482860,2030343,1433572,909950,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),2373945,1698211,785760,2683186,1953698,1498420,746747,2340056,1609309,498329,2073245,1469886,934024,
投资活动产生的现金流量净额(万元),-292332,-176484,-195133,-179229,-80070,-117826,-59796,-128110,-86096,22459,57712,-106200,-62799,
吸收投资收到的现金(万元),356712,356712,352040,,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,
取得借款收到的现金(万元),80000,65000,,,,,,39165,39165,39165,48460,1000,29385,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,3921,3921,,1812,,16800,
筹资活动现金流入小计(万元),436712,421712,352040,0,0,0,0,43086,43086,39165,50272,1000,46185,
偿还债务支付的现金(万元),10000,,,,,,,73125,70625,41065,15500,4292,27810,
分配股利、利润或偿付利息所支付的现金(万元),221191,220695,,,,,,18402,18380,18141,208575,64060,46884,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1128,1083,693,500,,,,,,,3921,,15800,
筹资活动现金流出小计(万元),232319,221779,693,500,0,0,0,91527,89005,59206,227995,68352,90494,
筹资活动产生的现金流量净额(万元),204393,199934,351347,-500,0,0,0,-48441,-45919,-20041,-177723,-67352,-44310,
汇率变动对现金及现金等价物的影响(万元),-100,51,37,165,245,144,13,208,311,-192,-651,229,85,
现金及现金等价物净增加额(万元),152149,170545,137881,50170,123252,73503,43544,14672,7026,25979,-4283,4602,1351,
加:期初现金及现金等价物余额(万元),71932,71932,71932,21762,21762,21762,21762,7090,7090,7090,11373,6771,5421,
期末现金及现金等价物余额(万元),224082,242477,209813,71932,145014,95266,65307,21763,14116,33070,7090,11373,6771,
净利润(万元),,80374,,230372,,106624,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,21,,135,,201,,,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,8671,,17687,,9098,,,,,,,,
无形资产摊销(万元),,918,,1972,,867,,,,,,,,
长期待摊费用摊销(万元),,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-23,,393,,85,,,,,,,,
固定资产报废损失(万元),,44,,2125,,255,,,,,,,,
公允价值变动损失(万元),,,,15,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,24,,-191,,-144,,,,,,,,
投资损失(万元),,1412,,-10618,,-4209,,,,,,,,
递延所得税资产减少(万元),,-3200,,-986,,1590,,,,,,,,
递延所得税负债增加(万元),,582,,-266,,-2678,,,,,,,,
存货的减少(万元),,22962,,-16913,,12161,,,,,,,,
经营性应收项目的减少(万元),,2879,,1231,,8542,,,,,,,,
经营性应付项目的增加(万元),,32326,,4777,,59146,,,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,147044,,229733,,191186,,,,,,,,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),224082,242477,209813,71932,145014,95266,65307,21763,14116,33070,7090,11373,6771,
现金的期初余额(万元),71932,71932,71932,21762,21762,21762,21762,7090,7090,7090,11373,6771,5421,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),152149,170545,137881,50170,123252,73503,43544,14672,7026,25979,-4283,4602,1351,

