报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2009-06-30,
销售商品、提供劳务收到的现金(万元),52686,47537,59915,45037,38491,71029,50170,65405,43717,70268,26040,20540,3186,13650,4038,3425,1992,10210,5229,9284,3941,4827,2458,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),2046,30,647,567,456,726,508,316,2,1437,354,374,3,,,,,8,3,,,,,
收到的其他与经营活动有关的现金(万元),1068,476,1119,999,571,604,60,143,68,451,106,2071,105,259,263,560,521,209,18,670,496,413,61,
经营活动现金流入小计(万元),55800,48043,61681,46603,39518,72360,50737,65864,43787,72156,26500,22985,3294,13909,4301,3985,2514,10427,5250,9953,4437,5240,2518,
购买商品、接受劳务支付的现金(万元),3325,2230,4291,3072,1995,3846,1747,3142,1608,1433,606,1778,271,781,281,1630,531,1397,551,994,428,834,308,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),17930,10499,21499,17352,11810,23109,12541,19521,10429,19528,6358,8034,1097,1607,647,1759,959,3487,1750,1976,994,1554,715,
支付的各项税费(万元),8097,1765,4353,3952,1483,6647,3846,7848,4074,4626,1368,1919,218,755,136,259,161,653,318,575,227,316,193,
支付的其他与经营活动有关的现金(万元),19849,13949,14617,11951,7597,21703,11534,17496,9891,16165,4909,10478,4735,5428,1794,5081,2815,5726,3619,4176,2122,4788,2483,
