报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),89386,51733,22589,71784,53601,31881,10965,64506,41974,25367,9970,80141,54245,32439,12600,85018,97245,98425,98596,102415,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),363,263,258,307,58,58,,586,560,560,150,47,47,47,,512,303,293,546,959,
收到的其他与经营活动有关的现金(万元),19959,13673,1552,5188,4409,3549,2275,3467,2372,1281,553,4241,3087,640,153,5078,2218,2090,2966,3398,
经营活动现金流入小计(万元),109707,65669,24399,77278,58068,35487,13240,68560,44906,27208,10673,84430,57380,33126,12753,90608,99767,100808,102108,106771,
购买商品、接受劳务支付的现金(万元),61142,41529,11509,49894,51544,34048,12560,50525,36427,24478,20666,46643,32005,21047,10977,59876,73864,74139,81679,92016,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),13326,7337,3295,11882,8384,5799,2797,10642,7977,5187,2349,9278,6985,4153,2084,9030,9787,7387,6247,5311,
支付的各项税费(万元),7021,4744,1518,6892,5264,3617,2058,3311,2887,1881,1243,7516,5293,3398,2290,6560,8550,6397,3878,3195,
支付的其他与经营活动有关的现金(万元),32899,25376,7522,6512,9295,4738,2809,10959,9738,8168,4300,5267,4099,3361,1435,6409,5441,4626,3012,4440,
经营活动现金流出小计(万元),114389,78986,23844,75180,74488,48202,20224,75438,57029,39715,28558,68704,48381,31959,16786,81874,97642,92550,94815,104962,
经营活动产生的现金流量净额(万元),-4681,-13317,555,2099,-16420,-12714,-6985,-6878,-12123,-12507,-17884,15726,8999,1168,-4034,8734,2124,8258,7293,1810,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,184,,,,
取得投资收益所收到的现金(万元),3,3,3,85,85,85,65,250,250,250,,228,228,228,,179,187,1278,931,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),38,12,,12,39,39,57,35,,,,8,,,,9,7,15,2,11,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,1063,,
收到的其他与投资活动有关的现金(万元),26163,26163,26163,29514,15014,7396,8822,10946,,,,18,18,,,35,,70,1274,140,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),26204,26178,26166,29610,15138,7520,8943,11231,250,250,0,254,246,228,0,223,379,1363,3269,151,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),69900,34690,16515,36371,25661,17537,10204,7002,1664,1265,457,4406,629,369,219,3509,3785,3778,7431,6393,
投资所支付的现金(万元),6600,6600,,,,,,,8800,,,,,,,,196,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,25000,7500,7000,7785,18100,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,
