报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),54313,28890,42552,72908,41514,42204,31808,71298,47153,119293,26520,42606,28968,29613,11353,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,1,,26,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),10894,9876,9996,11016,7238,5391,19590,23583,8158,1786,4950,6134,2701,5999,3517,
应收账款(万元),19426,21516,13969,13893,9636,9476,3582,8166,13210,11590,11501,14136,10123,5350,4336,
预付款项(万元),6888,6261,6084,4382,6900,2513,4897,3398,4377,3535,3239,2270,3607,1515,1324,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,171,,,113,113,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,1061,,787,2414,1236,1384,689,1075,865,1372,868,457,1666,1874,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),23186,17751,14735,15432,16047,13927,16777,16130,21401,23599,18539,15804,8312,7083,7943,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),43412,60869,50145,49073,80554,85763,75303,63941,72808,1785,585,72,1207,,,
流动资产合计(万元),159374,146224,138741,167689,164302,160510,153452,187318,168183,162454,66705,81891,55374,51227,30346,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,299,299,299,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,1410,,,,,,,,,,
长期股权投资(万元),3771,3785,3678,3723,3571,3246,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,86556,,81717,,79230,,75467,,54275,46550,47621,45512,,,
