报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),8781,11978,12968,20479,12576,13565,17416,31617,2702,4335,11477,11006,7380,4141,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),306,509,234,3,436,308,152,196,313,267,75,302,417,118,
应收账款(万元),19093,14145,13993,15566,13914,9640,9316,10681,10231,7043,7733,6605,5641,5963,
预付款项(万元),484,454,719,328,701,877,927,386,619,548,379,222,189,319,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,2185,,1363,2174,1944,2398,1219,1607,1107,860,1247,1108,927,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),14979,14353,13695,8344,10812,11753,10880,6758,8456,9158,6128,5819,4494,6293,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),154,348,300,1,67,248,1,1,256,280,0,11,5,,
流动资产合计(万元),45983,43973,43441,46084,40681,38335,41090,50859,24184,22739,26653,25211,19235,17761,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),5548,5149,5570,5570,2563,2563,786,786,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),682,688,693,698,704,709,715,720,725,731,741,763,784,,
固定资产原值(万元),,10035,,10010,,8610,,8592,8556,8540,8543,8134,7416,,
累计折旧(万元),,2775,,2467,,2262,,2067,1945,1830,1604,1135,762,,
固定资产净值(万元),,7260,,7543,,6348,,6524,6611,6710,6940,6999,6654,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,7260,,7543,6257,6348,6424,6524,6611,6710,6940,6999,6654,1111,
在建工程(万元),,13,,,872,842,222,132,132,132,132,183,84,3130,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),1212,1231,1251,1262,1281,1300,1319,1331,1128,1141,1167,1089,1115,1139,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),432,385,396,423,266,218,265,291,217,180,226,199,175,166,
其他非流动资产(万元),,,,,,,,,,,,8,8,8,
非流动资产合计(万元),15024,14726,15320,15496,11943,11981,9730,9784,8813,8893,9206,9241,8819,5553,
资产总计(万元),61007,58698,58761,61580,52624,50316,50820,60643,32997,31632,35859,34452,28054,23314,
短期借款(万元),3000,2000,1000,2000,2000,1000,1000,7000,5650,5250,3890,1700,4100,2100,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),72,209,,,,828,2052,1316,479,427,130,192,93,425,
应付账款(万元),5179,3194,,5624,,3315,2220,3790,1898,1796,2939,4202,2172,2123,
预收账款(万元),7886,8956,8058,6325,4630,5145,3833,3730,3866,4555,5680,8097,5541,5277,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),960,880,853,1640,842,811,789,1716,655,664,1513,1298,1258,1249,
应交税费(万元),550,457,613,1882,612,224,759,1210,484,337,1343,1654,709,534,
应付利息(万元),,,,,,,,,,,,,,,
应付股利(万元),,948,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,201,,278,324,365,401,878,351,397,429,384,231,266,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,
流动负债合计(万元),18021,16845,16038,17749,12434,11688,11054,19640,13383,13426,15924,17527,14105,11973,
长期借款(万元),,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,
预计非流动负债(万元),874,765,766,822,531,421,552,745,571,511,635,499,378,334,
长期递延收益(万元),1650,1650,1650,1650,1500,1500,1500,1500,1500,1500,1500,1500,1500,,
递延所得税负债(万元),,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,
非流动负债合计(万元),2524,2415,2416,2472,2031,1921,2052,2245,2071,2011,2135,1999,1878,334,
负债合计(万元),20545,19260,18455,20221,14466,13609,13106,21885,15455,15438,18059,19526,15982,12307,
实收资本(或股本)(万元),15801,15801,15801,15801,15801,15801,9295,9295,6971,6971,6971,6971,6971,6971,
资本公积(万元),8178,8178,8178,8178,8178,8178,14684,14684,743,743,743,743,743,743,
减:库存股(万元),,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,
盈余公积(万元),2274,2274,2274,2274,1927,1927,1927,1927,1496,1496,1496,1129,766,623,
一般风险准备(万元),,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,
未分配利润(万元),13309,12306,13171,14218,11437,9970,10986,11983,8311,6963,8522,5977,3324,2483,
