报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),27334,21849,20656,25067,23038,22560,26264,33687,36316,39925,137695,22345,13966,16218,21526,11125,12536,11012,
结算备付金(万元),,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,
应收票据(万元),13782,26067,22274,17094,13776,3170,2013,7853,5899,3071,4993,5016,3552,2585,4137,6192,6532,3912,
应收账款(万元),53453,42339,34187,36899,39314,41842,35524,30026,26652,25269,20843,21509,16932,18408,16033,20844,11731,15178,
预付款项(万元),1148,1642,2123,1352,2335,2420,2585,1961,2957,1219,2356,1357,1300,1096,660,773,753,2156,
应收保费(万元),,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,
其他应收款(万元),,2454,,1352,1548,1394,1645,1053,1412,1104,1364,2414,1167,985,1382,1333,985,1058,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,
存货(万元),40650,44148,46815,51282,48451,47802,40730,36068,35427,35743,33642,28388,29242,24169,30261,31844,38451,32789,
待摊费用(万元),,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,
其他流动资产(万元),90649,80248,83847,85255,88301,95899,128367,123782,117245,112466,13409,13278,2649,27104,200,5200,4500,2000,
流动资产合计(万元),229360,218747,211898,218301,216763,215087,237127,234432,225908,218795,214301,94307,68808,90565,74199,77311,75487,68105,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,100,100,100,100,100,100,100,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,53237,,48319,,43407,,43603,,36298,,33076,,32031,,,,,
累计折旧(万元),,18303,,16715,,15407,,14145,,12857,,11558,,8991,,,,,
固定资产净值(万元),,34934,,31603,,28000,,29458,,23441,,21518,,23040,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,
固定资产(万元),,34934,,31603,28020,28000,29820,29458,23130,23441,21194,21518,22091,23040,22453,22945,22211,17988,
在建工程(万元),,4030,,8122,5056,4415,2176,2059,7151,6897,8932,8605,7231,6977,7515,7596,3772,2515,
工程物资(万元),,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,
无形资产(万元),12850,12965,13055,13115,13064,13130,5648,5697,5685,5697,3842,3830,3800,3766,3731,3757,3779,3843,
开发支出(万元),,,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,
