报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),83300,77266,78805,84196,70379,58376,52535,64936,76161,30070,52976,40250,45055,25878,23245,18003,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,5,23,,,
应收账款(万元),168246,164371,152063,132768,142545,135411,117796,108244,112513,104270,80160,59507,62554,42400,33424,23278,
预付款项(万元),917,926,908,983,664,626,995,837,800,548,303,333,639,423,493,755,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,4159,,4640,4126,3649,3892,3994,4293,5292,4418,4090,2971,2034,1701,871,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),18475,16083,13187,12758,14341,13015,9200,9424,11196,9006,8106,6725,6246,5118,6167,3937,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),3275,3307,3368,3144,3303,3217,2952,2713,2391,2486,1982,1433,1215,917,702,396,
流动资产合计(万元),281911,266113,253594,238489,235359,214294,187371,190147,207354,151672,147945,112338,118685,76793,65732,47239,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,4015,4015,3151,3151,3151,1329,1329,1010,10,10,10,10,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),11423,11538,8156,8220,8364,8391,422,471,535,536,226,318,370,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),2869,2894,2340,2360,,,,,,,,,,,,,
固定资产原值(万元),,190607,,183952,,175047,,151628,,137754,113842,86467,,35686,,,
累计折旧(万元),,79827,,69136,,59404,,49917,,41970,34840,23220,,17405,,,
固定资产净值(万元),,110780,,114816,,115643,,101712,,95784,79002,63246,,18282,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,
固定资产(万元),,110780,,114816,117087,115643,112145,101712,98137,95784,79002,63246,25966,18282,14492,10589,
在建工程(万元),,538,,1376,2634,2907,2659,11367,10589,9563,15908,15649,42609,1197,220,18,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,1,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),8329,8753,9147,9600,7824,8085,8412,8758,8595,8720,5640,269,287,199,273,350,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),2165,1335,1335,1335,1500,1500,1500,1500,1500,1500,1500,1500,1500,1335,807,582,
长期待摊费用(万元),13153,13715,14100,13020,11668,11382,12683,10672,10368,10128,8255,3819,3353,3328,3055,2331,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),1074,988,1009,783,844,961,1199,889,897,931,1573,1641,1983,2884,1475,1785,
其他非流动资产(万元),2256,1643,1427,1719,3104,2855,3114,3446,3917,3568,5696,1450,1665,35196,,,
非流动资产合计(万元),157035,156200,154995,157245,157041,154874,145286,141965,135867,132060,118810,87903,77744,62430,20332,15656,
资产总计(万元),438946,422313,408589,395734,392400,369169,332657,332113,343221,283732,266755,200242,196428,139224,86064,62895,
短期借款(万元),,,,,,4015,4015,4015,10000,14455,23455,17410,14500,20000,22980,14480,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,
应付账款(万元),111259,105859,,95845,,95624,81162,75262,79518,74772,57530,45369,43660,28464,23667,18616,
预收账款(万元),5232,4226,4026,3121,2583,1753,1279,1779,1712,1734,1614,1286,775,345,583,109,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,
应付职工薪酬(万元),12104,10501,11123,12467,11420,9330,7800,11177,10033,8641,11773,8737,7303,6570,4853,3484,
应交税费(万元),3054,3546,2148,2085,2295,2491,1681,2029,2484,2494,1501,1634,1505,1171,796,578,
应付利息(万元),96,113,145,144,104,107,112,115,88,125,109,401,383,349,281,239,
应付股利(万元),3624,5549,3624,2509,2509,5739,2509,1324,3058,3058,1763,907,914,2196,29,158,
其他应交款(万元),,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,
其他应付款(万元),,7210,,5220,,4553,4230,4443,5234,3397,3809,3026,6314,18139,5134,3166,
预提费用(万元),,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),26008,34570,24070,24678,11637,,,,,,,,,,29,,
其他流动负债(万元),26,24,14,14,17,91,16,25,27,24,5,,7,,,,
流动负债合计(万元),168144,171598,152531,146082,134931,123705,102805,100168,112155,108700,101559,78769,75361,77233,58351,40830,
长期借款(万元),41001,38851,53817,49902,65856,61888,53439,53662,57079,49472,47188,23285,23274,20253,518,534,
应付债券(万元),,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,
长期递延收益(万元),5375,4501,3493,3450,3966,3688,2804,3864,4489,4549,4575,2119,2955,2511,1353,1162,
递延所得税负债(万元),738,706,689,746,646,500,8,9,10,19,15,25,28,,,,
其他非流动负债(万元),,,,,,,,,59,61,63,59,,55,,,
非流动负债合计(万元),47114,44058,57999,54098,70468,66076,56251,57535,61638,54100,51840,25488,26257,22819,1871,1697,
负债合计(万元),215258,215655,210530,200180,205399,189781,159056,157703,173793,162800,153399,104257,101618,100052,60223,42526,
实收资本(或股本)(万元),45788,45788,45788,45788,45788,45788,45788,45788,45788,38920,38920,38920,38920,1975,808,808,
资本公积(万元),85355,84949,84444,84111,83441,83441,83441,83441,83441,48912,48912,48912,51500,26163,15482,15584,
减:库存股(万元),,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,
盈余公积(万元),4733,4733,4733,4733,2729,2729,2729,2729,1120,1120,1120,,,987,404,258,
一般风险准备(万元),,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,
未分配利润(万元),82755,68023,60031,55796,50900,44065,39211,38268,35783,29436,21027,5143,1978,8426,6625,1526,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),218831,203632,195081,190532,182968,176064,171118,170227,166148,118417,110038,93007,92401,37537,23319,18176,
少数股东权益(万元),4858,3026,2977,5022,4033,3324,2483,4183,3280,2514,3318,2977,2409,1634,2523,2193,
所有者权益(或股东权益)合计(万元),223688,206658,198059,195554,187001,179388,173601,174409,169428,120931,113356,95984,94810,39172,25841,20369,
负债和所有者权益(或股东权益)总计(万元),438946,422313,408589,395734,392400,369169,332657,332113,343221,283732,266755,200242,196428,139224,86064,62895,		
