报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),47090,47822,54088,25151,21191,19552,18963,15607,12806,12387,6024,4559,
结算备付金(万元),,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,
应收票据(万元),834,461,120,10,453,,10,100,,,,,
应收账款(万元),28843,27440,23822,23291,14804,13230,11654,7427,6722,5594,4235,4013,
预付款项(万元),2462,2537,4744,1732,1746,1085,961,821,560,743,936,1238,
应收保费(万元),,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,
应收利息(万元),115,83,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,
其他应收款(万元),,457,,,,282,,490,196,92,57,233,
应收出口退税(万元),,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,
存货(万元),13246,11451,10319,8892,8762,7417,5970,4623,5750,6250,4635,2921,
待摊费用(万元),,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,
其他流动资产(万元),,30,,100,,,349,,,,,,
流动资产合计(万元),93005,90281,93805,59789,47335,41566,38251,29069,26033,25066,15887,12963,
发放贷款及垫款(万元),,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,
投资性房地产(万元),109,111,114,116,125,130,134,185,192,,,,
固定资产原值(万元),,11331,,8454,7892,,7440,,,,,,
累计折旧(万元),,3747,,3405,2780,,2182,,,,,,
固定资产净值(万元),,7584,,5049,5112,,5259,,,,,,
固定资产减值准备(万元),,98,,98,108,,108,,,,,,
固定资产(万元),,7486,,4951,5004,4869,5150,4242,4649,4969,4903,4180,
在建工程(万元),,5006,,,606,775,,15,,,17,,
工程物资(万元),,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,
无形资产(万元),641,623,627,631,646,653,661,679,694,692,712,722,
开发支出(万元),,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,
长期待摊费用(万元),67,79,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,
递延所得税资产(万元),1735,1735,1767,1767,1215,983,1043,356,205,232,156,107,
其他非流动资产(万元),1302,997,744,744,1244,1244,953,1111,1111,1111,694,,
非流动资产合计(万元),16217,16037,15423,15267,8839,8654,7941,6588,6851,7005,6482,5009,
资产总计(万元),109222,106318,109228,75056,56175,50219,46192,35656,32885,32071,22369,17972,
短期借款(万元),,,,,,,,39,,,1286,1450,
向中央银行借款(万元),,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,99,
应付账款(万元),4131,4681,,5959,4141,3412,,1077,977,1084,1677,1913,
预收账款(万元),3113,3287,3347,3378,1914,856,447,718,1740,1417,1632,204,
卖出回购金融资产款(万元),,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,
应付职工薪酬(万元),2072,1984,3020,3119,1606,1054,1601,759,397,541,404,284,
应交税费(万元),1201,578,2351,2484,891,728,1461,502,628,1088,805,1086,
