报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),11634,22959,32328,13499,25020,20531,22808,17629,25034,16395,8379,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),200,,,,,,,330,,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),109,503,805,2109,1797,592,1979,671,2242,133,39,
应收账款(万元),60194,47973,44729,40603,36338,38180,25975,25064,21083,16762,12369,
预付款项(万元),2521,2832,1765,1792,1897,1803,1634,2134,11651,6837,2034,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),2882,2823,2501,1500,1251,755,624,550,360,1160,1006,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),13696,14045,15822,17182,20664,19965,18345,21847,16716,14591,6287,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,
其他流动资产(万元),232,360,170,6630,2501,3684,4975,4855,,,,
流动资产合计(万元),91468,91495,98119,83313,89468,85511,76340,73079,77086,55879,30115,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),108132,107425,105235,,,,,,42070,28117,17134,
累计折旧(万元),39639,37460,33327,,,,,,5325,2897,1168,
固定资产净值(万元),68493,69965,71908,,,,,,36745,25220,15966,
固定资产减值准备(万元),,,,,,,,,65,,,
固定资产(万元),68493,69965,71908,72493,73296,76489,52859,45529,36680,25155,15901,
在建工程(万元),15561,12440,7765,6315,4579,2986,21483,17075,6349,8180,9093,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),6019,5789,5623,5681,5734,5235,4438,3919,3090,2426,1686,
开发支出(万元),,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,
长期待摊费用(万元),173,181,215,223,264,86,18,782,821,666,219,
