报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),72555,49470,29775,30707,78307,70474,46890,69758,57469,64455,60798,49645,47223,17491,
结算备付金(万元),,,,,,,,,0,,,,,,
拆出资金(万元),,,,,,,,,0,,,,,,
交易性金融资产(万元),44140,68643,,,,,,,0,,,,,,
衍生金融资产(万元),,,,,,,,,0,,,,,,
应收票据(万元),1247,1089,1125,2033,1810,1158,871,3238,2555,3017,4560,2041,1592,931,
应收账款(万元),22388,24051,22510,21633,20331,20899,22506,23421,24770,23601,21770,17410,19448,14899,
预付款项(万元),5852,4273,2013,418,185,135,5792,519,158,711,463,122,494,226,
应收保费(万元),,,,,,,,,0,,,,,,
应收分保账款(万元),,,,,,,,,0,,,,,,
应收分保合同准备金(万元),,,,,,,,,0,,,,,,
应收利息(万元),438,268,122,42,,436,436,555,408,395,420,,,,
应收股利(万元),,,,,,,,,0,,,,,,
其他应收款(万元),,388,,296,122,69,57,73,92,68,41,26,122,322,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,0,,,,,,
存货(万元),4381,3751,3955,3451,2991,2843,2178,2245,1856,1646,1499,2223,2528,2518,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,0,,,,,,
其他流动资产(万元),634,648,95728,95984,62424,70679,95101,75079,85568,68,59,4000,,,
流动资产合计(万元),152325,152581,155590,154564,166171,166693,173830,174888,172877,93962,89610,75466,71405,36387,
发放贷款及垫款(万元),,,,,,,,,0,,,,,,
可供出售金融资产(万元),,,,,,,,,0,,,,,,
持有至到期投资(万元),,,,,,,,,0,,,,,,
长期应收款(万元),,,,,,,,,0,,,,,,
长期股权投资(万元),,,,,,,,,0,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),940,954,917,930,637,643,662,656,257,279,285,325,338,351,
固定资产原值(万元),,29245,,28372,,16767,,16090,,13426,12695,11808,9731,,
累计折旧(万元),,10439,,9621,,7048,,6240,,5897,5525,4860,4325,,
固定资产净值(万元),,18805,,18751,,9719,,9850,,7529,7170,6948,5406,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,18805,,18751,9596,9719,9628,9850,7406,7529,7170,6948,5406,5099,
在建工程(万元),,4305,,3499,3644,2201,1546,858,2895,2398,2630,653,352,,
工程物资(万元),,,,,,,,,0,,,,,,
固定资产清理(万元),,,,,,,,,0,,,,,,
生产性生物资产(万元),386,393,392,395,493,510,506,501,569,537,499,431,288,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,0,,,,,,
无形资产(万元),6353,6433,6522,6611,1994,1993,1801,1819,1825,1843,1878,1951,2031,2107,
开发支出(万元),,,,,,,,,0,,,,,,
商誉(万元),27764,27540,27540,27540,1181,1181,,,0,,,,,,
长期待摊费用(万元),239,272,211,227,43,48,,,4,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),2939,2697,2851,2774,2661,2447,2060,2058,1783,1713,1605,1474,316,164,
其他非流动资产(万元),245,245,245,245,245,245,245,245,245,381,245,,,,
非流动资产合计(万元),63766,61644,61462,60971,20494,18988,16448,15988,14985,14678,14312,11783,8732,7719,
资产总计(万元),216091,214225,217051,215536,186666,185681,190278,190875,187861,108640,103922,87249,80137,44107,
短期借款(万元),,,,,,,,,0,,,,,,
向中央银行借款(万元),,,,,,,,,0,,,,,,
吸收存款及同业存放(万元),,,,,,,,,0,,,,,,
拆入资金(万元),,,,,,,,,0,,,,,,
交易性金融负债(万元),18322,18122,20541,20494,,,,,0,,,,,,
衍生金融负债(万元),,,,,,,,,0,,,,,,
应付票据(万元),294,,,,,,,,0,,,,,,
应付账款(万元),1850,1096,,1383,,618,616,802,437,714,683,591,758,440,
预收账款(万元),4347,3305,3946,3373,482,316,301,702,760,1423,1501,1434,2369,591,
卖出回购金融资产款(万元),,,,,,,,,0,,,,,,
应付手续费及佣金(万元),,,,,,,,,0,,,,,,
应付职工薪酬(万元),872,1104,945,1851,350,670,421,812,199,457,600,629,319,175,
应交税费(万元),531,1049,618,990,1119,1115,1407,2002,914,1227,1365,956,749,926,
