报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),19085,24005,23433,14650,19234,21338,27681,13746,11459,5691,6015,51264,2405,3744,2037,4050,3434,3293,8790,6213,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,
应收票据(万元),3752,2839,2627,3724,3522,2792,4370,4087,7624,6990,4580,2018,1811,633,1890,1526,1468,2404,936,596,
应收账款(万元),19442,19404,18052,18496,16212,18329,16238,17695,12081,14264,12734,16522,9670,10410,9431,8087,5617,6363,7198,2972,
预付款项(万元),191,174,111,153,629,453,6,144,382,321,558,276,192,208,248,150,285,130,77,78,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
应收利息(万元),233,105,34,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,845,,697,763,605,911,881,768,665,980,732,829,234,149,332,582,593,144,1117,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
存货(万元),12673,13693,12950,14546,17850,14936,13632,15556,12547,10819,11046,8527,7077,5681,5385,4203,4077,3879,3541,4244,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),1680,1661,1543,1428,720,834,695,876,725,756,1273,1010,2032,1036,439,153,180,200,23,103,
流动资产合计(万元),57916,62726,59537,53694,58929,59287,63534,52986,45586,39506,37187,80349,24016,21946,19578,18501,15643,16862,20708,15324,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,4553,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,,,441,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),27689,27930,28214,28390,28188,28419,29414,28885,18814,18960,19384,7701,7759,7800,,,,,,,
固定资产原值(万元),,60798,,60598,,59296,,59093,,63279,,71743,60724,53991,5435,,,,,,
累计折旧(万元),,12114,,10561,,8863,,7263,,5965,,4678,3948,3376,2812,,,,,,
固定资产净值(万元),,48684,,50037,,50432,,51829,,57313,,67065,56775,50615,2622,,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,48684,,50037,49456,50432,50391,51829,56919,57313,56601,67065,56775,50615,2622,2931,2305,2411,1870,1815,
在建工程(万元),,17194,,14913,9183,5226,6463,4309,4956,4433,8012,5152,15592,14704,55588,21961,13245,11859,956,294,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,
