报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),8433,12082,9199,25387,12844,13291,12447,8962,6572,5165,3371,4082,
结算备付金(万元),,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,
交易性金融资产(万元),12104,15121,12818,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,
应收票据(万元),7772,8938,10453,8213,6414,8667,7735,9669,8235,3235,1797,3256,
应收账款(万元),23533,22981,25877,24723,24467,24945,27261,26112,20751,25639,21159,18022,
预付款项(万元),2746,2151,1358,1092,4179,1638,1305,849,709,694,1854,2128,
应收保费(万元),,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,
应收利息(万元),,,,,,208,,,,,,,
应收股利(万元),,,,,,,,,,,,,
其他应收款(万元),,282,,234,349,267,330,246,245,252,135,197,
应收出口退税(万元),,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,
存货(万元),17706,16068,14112,15233,17216,14524,15774,14484,12316,14995,11524,11842,
待摊费用(万元),,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,
其他流动资产(万元),218,290,275,222,13826,18591,18579,275,24,392,206,285,
流动资产合计(万元),72804,77913,74394,75103,79295,82130,83433,60597,48853,50372,40047,39813,
发放贷款及垫款(万元),,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,
长期股权投资(万元),310,311,309,11,,,,,,,,180,
其他长期投资(万元),,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,
固定资产原值(万元),,31957,,30775,,29326,,28833,,27850,23563,,
累计折旧(万元),,12895,,11958,,11044,,10127,,8231,6529,,
固定资产净值(万元),,19062,,18817,,18281,,18706,,19619,17034,,
固定资产减值准备(万元),,,,,,,,,,,,,
固定资产(万元),,19062,,18817,18106,18281,18323,18706,18854,19619,17034,17623,
在建工程(万元),,1121,,895,919,53,70,62,,,721,,
工程物资(万元),,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,
无形资产(万元),2239,2260,2281,2303,2324,2345,2366,2295,2328,2362,2429,2459,
