报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),26999,31114,25557,36413,16697,34255,26946,30450,25303,43081,10893,17507,9272,17887,11059,11228,9288,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),29747,22500,23500,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),200,,50,145,,303,254,375,60,100,,,,,,79,,
应收账款(万元),3313,3495,3181,2569,2770,1835,2132,1683,1769,1391,1060,809,1258,804,721,2115,2602,
预付款项(万元),4390,3141,4792,2271,2906,3384,2578,1760,3602,4685,3727,1634,4882,1992,2167,2021,1802,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),8,8,7,8,7,5,3,3,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,
其他应收款(万元),,1254,,1175,,1297,1460,735,869,709,1232,781,1448,1515,1070,828,542,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),23240,20684,16531,16790,15702,15287,13679,13571,14228,13645,13004,11866,13527,10907,9716,9041,6498,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,200,,,131,410,158,173,213,170,143,175,73,
其他流动资产(万元),2117,3221,1661,35835,45971,24435,38481,49000,44868,21946,1708,5535,5063,2407,2038,674,353,
流动资产合计(万元),91575,85418,77010,95207,85402,81001,85533,97577,90832,85967,31781,38306,35663,35683,26914,26161,21159,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,
长期股权投资(万元),356,447,0,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,
固定资产原值(万元),,72826,,69952,,59565,,51878,,45902,,42837,,28577,17941,,,
累计折旧(万元),,14331,,12192,,10309,,8772,,7615,,6529,,4775,3605,,,
固定资产净值(万元),,58495,,57760,,49256,,43106,,38287,,36308,,23802,14336,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,58495,,57760,50495,49256,43445,43106,38794,38287,36692,36308,31803,23802,14336,11806,6463,
在建工程(万元),,15951,,10616,10442,7442,6173,3291,1857,723,498,53,3293,5133,6582,1931,4192,
工程物资(万元),,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,1,,,19,16,4,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,
无形资产(万元),12420,12344,11717,11300,11315,11033,7229,7258,7180,5713,5528,5467,4834,4789,3024,3026,2988,
开发支出(万元),,,,,283,,,,,,,,,,68,,,
商誉(万元),,,,,,,,,,,,,,,,,,
长期待摊费用(万元),3530,3612,3307,3329,3188,2925,2969,2672,2473,2154,1922,1399,1124,1268,1157,1032,461,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),703,499,525,484,1121,1069,1219,1212,1239,657,771,786,812,793,257,250,204,
其他非流动资产(万元),8105,6330,7888,6648,7014,5026,3690,2912,1962,2713,2038,1078,2293,4056,838,325,130,
非流动资产合计(万元),109446,102678,99438,90138,83859,76752,64725,60450,53525,50264,47452,45091,44157,39841,26262,18370,14438,
资产总计(万元),201020,188096,176448,185345,169261,157753,150259,158027,144356,136231,79233,83397,79820,75523,53176,44531,35597,
短期借款(万元),,,,,,,,,,,,,1000,2010,4768,3490,5883,
