报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),34969,32886,38479,39855,14797,20677,27594,29055,30423,50129,21177,16015,8945,7646,10720,7806,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,196,156,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),4067,5041,8596,5688,2264,5028,5957,4321,3100,2252,1875,3576,3213,5182,3889,2590,
应收账款(万元),27178,27103,23525,22466,20532,18513,14603,15788,17276,16068,15499,17143,16938,13825,9254,10696,
预付款项(万元),7835,5705,6164,4635,4034,1526,1237,415,1464,1008,497,575,374,791,350,526,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,438,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,1143,,1834,1267,1014,1078,810,825,694,1419,1403,896,793,669,595,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),6486,6028,5231,5121,4907,4428,4014,4066,3620,3453,3033,3071,5202,4653,2006,1512,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),3498,3463,3409,3420,27907,24508,19516,20025,18000,3,,,,,,,
流动资产合计(万元),85912,81807,88036,83019,75707,75695,74000,74480,74707,73781,43499,41784,35568,32889,27084,23882,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),4125,4352,3092,3080,3072,3032,2404,810,,,,,,,,,
长期股权投资(万元),5577,5534,600,552,555,558,540,528,528,511,673,671,689,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,
固定资产原值(万元),,5224,,3817,,2949,,2708,,2600,,2547,2354,1842,,,
累计折旧(万元),,2012,,1711,,1540,,1400,,1391,,1255,1022,769,,,
固定资产净值(万元),,3212,,2106,,1409,,1308,,1209,,1293,1332,1073,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,
固定资产(万元),,3212,,2106,1346,1409,1440,1308,1172,1209,1246,1293,1332,1073,811,411,
在建工程(万元),,960,,43,1601,1472,1319,1244,85,,,,,568,,,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),2284,2222,2016,2060,944,417,431,446,460,474,488,502,557,18,8,7,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),1340,1340,602,602,602,,,,,,,,,,,,
长期待摊费用(万元),163,171,179,188,184,151,181,164,170,176,182,188,213,154,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),644,567,596,596,361,373,359,361,310,308,299,300,282,221,151,162,
其他非流动资产(万元),,,,,,,,,,,,,,,,,
非流动资产合计(万元),18612,18360,9214,9227,8666,7412,6675,4860,2724,2678,2888,2954,3074,2034,969,579,
资产总计(万元),104524,100167,97250,92246,84372,83106,80675,79339,77431,76458,46387,44738,38642,34923,28053,24461,
短期借款(万元),9405,5450,4393,1868,,,,,,10,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,
应付票据(万元),2574,2280,,3094,,1732,1771,2231,2047,1679,2114,1961,1472,1675,2217,1594,
应付账款(万元),4870,5732,,6036,,5715,4678,4360,4346,5500,4036,4546,4621,4840,2561,3216,
预收账款(万元),2680,3533,3019,2907,961,907,1382,1169,671,740,1463,569,663,539,534,306,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,
应付职工薪酬(万元),11,9,,8,11,11,11,0,0,0,0,1,2,10,,,
应交税费(万元),918,675,789,372,45,1828,142,115,176,38,164,170,378,588,320,151,
应付利息(万元),,,,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,
其他应付款(万元),,1526,,2568,2629,2543,192,251,207,222,178,281,263,260,281,213,
预提费用(万元),,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,
流动负债合计(万元),22046,19205,19842,16853,11659,12735,8176,8126,7448,8190,7955,7529,7400,7912,5914,5480,
长期借款(万元),,,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,
长期递延收益(万元),67,75,,,,,11,11,61,61,61,61,24,25,,26,
递延所得税负债(万元),131,131,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,
非流动负债合计(万元),198,206,0,0,0,0,11,11,61,61,61,61,24,25,0,26,
负债合计(万元),22244,19411,19842,16853,11659,12735,8187,8137,7509,8251,8016,7590,7424,7937,5914,5507,
实收资本(或股本)(万元),10131,10131,7504,7504,7504,7504,7372,7372,7372,7372,5529,5529,5529,5529,5529,5529,
资本公积(万元),38656,38447,38238,38029,37610,37190,34198,34198,34198,34198,7835,7835,7832,7832,7832,8332,
减:库存股(万元),1479,1479,2509,2509,2615,2509,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,
盈余公积(万元),3623,3623,3623,3623,2885,2885,2885,2885,2321,2321,2321,2321,1753,1350,885,512,
一般风险准备(万元),,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,
未分配利润(万元),28020,26931,29814,27916,26573,25204,27937,26650,26031,24317,22686,21464,16104,12275,7894,4581,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),78955,77653,76672,74565,71957,70274,72391,71105,69921,68207,38371,37148,31219,26986,22140,18954,
少数股东权益(万元),3324,3103,736,828,756,97,97,97,-0,,,,,,,,
所有者权益(或股东权益)合计(万元),82279,80756,77408,75393,72713,70371,72489,71202,69921,68207,38371,37148,31219,26986,22140,18954,
负债和所有者权益(或股东权益)总计(万元),104524,100167,97250,92246,84372,83106,80675,79339,77431,76458,46387,44738,38642,34923,28053,24461,		
