报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),55307,101913,54254,57439,59863,88161,77196,41446,15661,23884,22652,11828,19511,12252,5947,3513,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),68560,24156,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),2194,1073,,1032,937,282,490,821,1423,3647,302,1350,900,730,200,,
应收账款(万元),24503,20447,16116,13596,16108,12836,9494,6825,8103,6960,7416,5004,5184,4021,11008,2124,
预付款项(万元),26867,23506,29876,24927,14668,4747,23377,7682,20298,2750,13492,10219,5669,1537,4666,1218,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,14,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,2136,,1863,4132,2142,2110,690,613,575,723,,532,471,476,1481,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),11922,6108,11551,14165,23565,24696,14165,7137,7962,29992,4536,535,699,689,1004,305,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),1183,2072,67967,57178,60469,31329,43529,849,8920,3814,674,4778,195,,676,1078,
流动资产合计(万元),193244,181412,181036,170200,179742,164193,170375,65450,62979,71623,49796,34509,32691,19700,23977,9720,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),1500,,,,,,,,,,930,927,927,927,940,918,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,
固定资产原值(万元),,31687,,26099,,25070,,24656,,24788,24723,,,24873,27740,,
累计折旧(万元),,13203,,12462,,11661,,11162,,10672,9989,,,8737,7054,,
固定资产净值(万元),,18484,,13638,,13409,,13494,,14117,14734,,,16136,20686,,
固定资产减值准备(万元),,,,,,,,,,,,,,553,,,
固定资产(万元),,18484,,13638,13171,13409,13229,13494,13814,14117,14734,,14843,15582,20686,18497,
在建工程(万元),,20280,,16443,8867,8305,97,59,8,,167,,124,51,103,222,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,-41,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),6451,6491,6536,6570,5608,5643,5678,5713,5732,5755,5823,5857,5890,5740,4416,4423,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),6089,6089,6089,6089,5873,8,8,8,8,8,8,8,8,,,,
长期待摊费用(万元),39,49,57,55,62,71,66,62,80,70,80,5,17,41,94,140,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),64,69,57,56,40,38,35,38,30,27,25,38,64,183,31,36,
其他非流动资产(万元),117,117,937,994,4508,4606,4606,4606,922,172,166,149,149,162,20,3041,
非流动资产合计(万元),54642,52399,43707,43845,38130,32080,23678,23980,20593,20149,21932,21965,22022,22686,26290,27278,
资产总计(万元),247886,233811,224743,214045,217872,196272,194054,89430,83573,91771,71727,56474,54713,42386,50267,36997,
短期借款(万元),,,,,,,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,
应付账款(万元),20612,18472,,20955,,21760,18354,7918,6590,22993,8056,6966,8842,6466,14815,6016,
预收账款(万元),29166,18976,20267,13529,36379,24655,28364,19416,19103,17429,24877,13697,6597,3296,6557,8079,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,
应付职工薪酬(万元),389,486,1025,1091,306,304,753,801,246,219,603,213,224,446,349,263,
应交税费(万元),2202,3960,3645,3520,2288,2184,1606,1181,1272,1911,567,2021,1280,1804,1435,408,
应付利息(万元),,,,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,
其他应付款(万元),,13715,,13131,7045,2270,4142,2296,1980,536,342,,390,440,768,1579,
预提费用(万元),,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),3467,2052,2052,2052,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,
流动负债合计(万元),60813,57660,57991,54278,64337,51174,53218,31612,29191,43087,34444,23112,17334,12453,23923,16345,
长期借款(万元),,,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,138,138,138,138,,,,
长期递延收益(万元),304,308,314,316,322,324,330,332,338,340,248,259,256,264,120,120,
递延所得税负债(万元),213,218,224,237,,,,,,,,,,,,,
其他非流动负债(万元),,1415,1415,1415,,,,,,,,,,,,,
非流动负债合计(万元),516,1941,1953,1968,322,324,330,332,338,478,386,397,394,264,120,120,
负债合计(万元),61329,59601,59944,56245,64659,51497,53548,31944,29529,43565,34830,23509,17728,12716,24042,16465,
实收资本(或股本)(万元),15680,15680,11200,11200,11200,11200,8000,6000,6000,6000,6000,6000,6000,6000,3000,3000,
资本公积(万元),81289,81289,85769,85769,85769,85769,88969,13638,13638,13638,13638,13638,13638,13638,300,300,
减:库存股(万元),,,,,,,,,,,,,,,,,
专项储备(万元),,0,,,,,,,,,,,,,,,
盈余公积(万元),4027,4027,4027,4027,2899,2899,2899,2899,1407,1407,1407,416,416,416,1500,1500,
一般风险准备(万元),,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,
未分配利润(万元),79073,69057,63712,56707,53238,44796,40523,34831,32878,27035,15701,12744,16755,9615,21424,15732,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),180068,170053,164708,157702,153106,144664,140390,57369,53923,48081,36747,32798,36809,29670,26224,20532,
少数股东权益(万元),6489,4157,91,97,107,111,115,118,120,126,151,166,176,,,,
所有者权益(或股东权益)合计(万元),186558,174210,164799,157800,153213,144775,140506,57487,54043,48207,36897,32964,36985,29670,26224,20532,
负债和所有者权益(或股东权益)总计(万元),247886,233811,224743,214045,217872,196272,194054,89430,83573,91771,71727,56474,54713,42386,50267,36997,		
