报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),36329,37181,8104,35830,8517,9290,8675,6798,7012,18501,11799,15226,20605,3600,14138,12867,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,23,,,,,,,,,,,288,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),200,,7,,337,131,75,18,20,,5,23,197,33,50,,
应收账款(万元),10355,7510,6350,7278,18517,18693,16975,6086,7389,5787,5426,5516,3581,4147,4489,4885,
预付款项(万元),832,1513,915,1011,2048,2351,3099,1069,1666,2856,1618,569,629,326,382,359,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),59,59,,,,80,,,185,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,3210,,3164,923,491,511,358,366,353,340,318,302,297,249,520,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),10074,12083,12587,12379,23201,21880,20756,13215,13355,13405,11297,10168,8014,9515,10030,7087,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),8041,7578,35861,13277,35073,42372,38128,45882,45307,36075,697,391,242,16690,344,152,
流动资产合计(万元),67568,69133,67288,72962,88615,95289,88218,73427,75300,76978,31181,32212,33568,34607,29969,25870,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,500,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),7322,7721,7530,7657,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),2883,2925,2966,3008,332,339,346,354,,,,,,,,,
固定资产原值(万元),,26209,,25651,,28200,,26239,,16210,,15962,14448,14411,,,
累计折旧(万元),,10240,,9449,,9199,,8218,,8584,,8270,7678,7656,,,
固定资产净值(万元),,15968,,16201,,19001,,18021,,7626,,7692,6770,6755,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,
固定资产(万元),,15968,,16201,18849,19001,18573,18021,13864,7626,7841,7692,6770,6755,6847,7479,
在建工程(万元),,181,,114,721,595,881,650,3567,6602,5641,5863,4921,258,96,,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),4784,4816,4854,4889,5020,5081,5133,5008,4978,4951,4928,4965,5128,5203,5269,1946,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),,,,,18415,18415,18415,,,,,,,,,,
长期待摊费用(万元),264,306,348,390,823,778,391,104,76,94,111,126,203,186,131,206,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),197,194,154,169,379,303,463,287,331,396,316,321,339,292,151,77,
其他非流动资产(万元),4123,4123,4124,4122,5,9,123,45,47,229,137,19,308,63,61,,
非流动资产合计(万元),35621,36734,36984,36549,44546,44520,44326,24470,22863,19899,18973,18985,17669,12758,12555,9708,
资产总计(万元),103189,105867,104272,109511,133161,139809,132544,97897,98163,96876,50155,51197,51237,47365,42524,35577,
短期借款(万元),,,,3000,4850,13241,12560,,,2000,6000,,6948,3060,5460,5000,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,
交易性金融负债(万元),61,54,,,,,,,,,,,44,56,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,
