报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),41117,44590,31389,67840,30020,39589,42112,47505,57065,12156,16870,14545,13703,2710,720,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),152740,149076,143076,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),18,,89,75,210,,360,,300,188,,,,,,
应收账款(万元),71141,68497,61545,58695,61712,61315,55266,53128,55235,44309,31762,20832,11886,9847,3846,
预付款项(万元),3034,4100,2983,2984,2774,2534,1083,841,1476,1343,763,648,839,237,190,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,6540,,5624,8430,7390,7954,14174,5489,5396,6250,3032,1973,1328,1319,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),7449,6408,7065,6035,7428,6316,8960,8799,12435,13783,13282,5438,5746,2154,1968,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),2750,2536,30142,3224,20024,12249,18543,18180,2979,2843,529,1223,816,1000,0,
流动资产合计(万元),284911,281748,281562,144477,130597,129393,134277,142627,134980,80018,69455,45718,34963,17277,8043,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,49986,49986,49986,49986,49986,20,20,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),825,849,773,773,959,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,35435,,16681,,4373,,2590,,,2653,1354,,,,
累计折旧(万元),,3839,,1555,,1057,,855,,,747,465,,,,
固定资产净值(万元),,31596,,15126,,3315,,1736,,,1906,889,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,31596,,15126,5099,3315,1658,1736,11377,13221,1906,889,810,746,264,
在建工程(万元),,4102,,5680,6222,5875,7657,8308,10529,9023,10052,4951,6134,9234,1127,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),5530,5554,5442,471,485,499,514,528,529,339,348,350,362,341,16,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),26274,30512,30193,34259,36166,40011,42425,45852,45244,45569,46629,43159,33127,10720,5986,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),2971,3030,3775,3252,2847,2652,2390,2344,2726,2076,1392,984,538,316,198,
其他非流动资产(万元),1410,1410,1080,1060,1255,227,84,84,,736,605,359,,36,,
非流动资产合计(万元),79445,77075,69297,110608,103019,102567,104714,108838,70426,70984,60933,50692,40971,21393,7592,
资产总计(万元),364356,358822,350859,255085,233617,231960,238991,251465,205407,151001,130388,96411,75933,38670,15635,
短期借款(万元),13000,13000,10000,20000,,,,2000,7000,10000,7000,7000,5500,3800,1000,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),10069,11462,,1806,,,,,,,,,500,,,
应付账款(万元),15868,14200,,17166,,17572,18180,25586,29360,30769,26051,22287,16211,11767,4990,
预收账款(万元),5340,5322,4146,4919,3764,4027,8082,7692,11121,9441,10896,6273,7813,3301,1546,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),2249,2247,1238,2805,2685,2145,1586,2560,2323,2019,2416,1797,1347,694,255,
应交税费(万元),964,1037,852,1420,1270,2114,1818,2769,1784,3660,1709,2995,1707,2298,1415,
应付利息(万元),32,32,31,28,5,8,25,17,26,26,25,12,17,25,3,
应付股利(万元),,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,22285,,22732,,22712,22745,22928,22753,24079,17362,12063,8457,4376,1745,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),3500,3500,3600,3600,,1450,1800,5650,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,
流动负债合计(万元),74154,73084,64007,74475,49420,50029,54236,69202,74367,79994,65460,52427,41551,26261,10954,
长期借款(万元),10000,10000,10000,,3700,3950,3800,3950,9600,9750,10000,,,,,
应付债券(万元),,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,
预计非流动负债(万元),763,927,979,853,1107,1139,1117,1172,942,929,762,639,378,310,106,
长期递延收益(万元),119,126,143,150,143,150,158,165,95,95,95,75,75,,,
递延所得税负债(万元),36510,36094,36094,12817,12817,12817,12817,12817,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,
非流动负债合计(万元),47392,47148,47216,13821,17766,18055,17892,18103,10637,10774,10857,714,453,310,106,
负债合计(万元),121546,120232,111224,88296,67187,68084,72127,87305,85004,90768,76317,53140,42003,26571,11060,
实收资本(或股本)(万元),18758,18758,13606,13440,13440,13440,9600,9600,9600,7200,7200,7200,7200,6000,611,
资本公积(万元),64036,64036,70388,70388,70269,70389,74229,74229,74234,18186,18186,18186,18186,4386,1939,
减:库存股(万元),3138,3138,3138,3063,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,
盈余公积(万元),6014,6014,6101,6014,4800,4800,4800,4800,2714,2714,2714,1672,827,156,216,
一般风险准备(万元),,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,
未分配利润(万元),156747,152504,152186,79483,77779,75217,78190,75482,33828,32059,25923,16170,7678,1518,1771,
拟分配现金股利(万元),,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),242411,238174,239161,166288,166294,163832,166814,164101,120366,60148,54012,43229,33892,12061,4538,
少数股东权益(万元),398,417,474,502,136,44,50,58,37,85,59,41,38,38,38,
所有者权益(或股东权益)合计(万元),242810,238591,239635,166790,166430,163876,166864,164159,120402,60233,54071,43271,33930,12099,4576,
负债和所有者权益(或股东权益)总计(万元),364356,358822,350859,255085,233617,231960,238991,251465,205407,151001,130388,96411,75933,38670,15635,		
