报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),70126,75463,87685,86353,28226,34377,18316,16402,1769,596,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),27885,21689,25514,16222,,,,,,328,
应收账款(万元),25636,18780,17093,14011,,,,,,1946,
预付款项(万元),4157,3454,1613,1731,3729,2102,1296,360,187,32,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,1017,,436,1628,843,231,1301,236,77,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),201875,182131,146530,128216,112298,88897,57889,28648,6468,2165,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,
其他流动资产(万元),9914,18806,5995,14318,10158,10632,7209,2356,2213,244,
流动资产合计(万元),341802,324062,285080,261286,187319,169565,106679,58832,16321,5388,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,
固定资产原值(万元),,2696,,2517,,2075,1977,1614,720,,
累计折旧(万元),,1013,,847,,708,591,393,269,,
固定资产净值(万元),,1682,,1669,,1367,1386,1220,451,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,1682,,1669,1447,1367,1386,1220,451,353,
在建工程(万元),,10634,,6411,5231,4400,1891,67,37,6,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),1621,1647,1615,1630,1652,1671,1509,1497,618,625,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),327,4,12,23,37,55,89,68,36,3,
