报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),3575,19127,21683,19492,15380,7134,17414,11747,4298,10789,6258,7692,2790,4463,4145,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),21967,19283,19682,21533,19218,13058,9532,8806,6185,3828,5692,1841,2748,5219,3843,
应收账款(万元),79612,76391,60509,60926,63016,61494,51451,56095,49005,49278,43462,50503,48523,39169,31777,
预付款项(万元),3811,2542,4468,3378,4663,4007,14213,4392,12439,1381,3597,1326,1037,1146,2560,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,0,,,,,,,,,,,
应收股利(万元),,,,,0,,,,,,,,,,,
其他应收款(万元),,2712,,1167,2725,2712,2048,1432,2689,2115,1693,1631,902,800,717,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),29937,24673,27817,26739,35116,39174,39230,29569,29453,20631,15136,15724,23094,27825,24543,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,0,,,,,,,,1,,,
其他流动资产(万元),8793,7089,9509,12393,11222,16131,10287,26320,68,0,4223,4439,902,1207,1159,
流动资产合计(万元),150122,151816,146245,145629,151340,143709,144174,138362,104137,88022,80062,83157,79997,79830,68743,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,657,2033,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,39507,,39446,,36320,,32627,,31233,31080,,,,,
累计折旧(万元),,13895,,13059,,11735,,10924,,9833,8745,,,,,
固定资产净值(万元),,25612,,26387,,24585,,21703,,21400,22335,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
