报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),8968,11828,14205,13094,7050,8351,14474,11291,11676,21472,1904,2583,2758,4005,2174,3271,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),226,527,579,485,238,1140,1277,283,98,420,165,50,683,220,195,502,
应收账款(万元),34796,31785,28616,29479,25834,22146,17408,20840,18752,16871,17566,10518,7615,8262,5048,4457,
预付款项(万元),312,230,252,172,233,175,210,113,128,124,119,122,104,108,114,149,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,1102,,911,1116,1098,1074,1028,1012,1102,1010,967,845,819,898,433,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),,,,,,,,,,,,,,,,,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),,15,1603,20,8500,10000,7000,7000,7000,83,0,214,18,,,,
流动资产合计(万元),45508,45487,46517,44162,42971,42910,41443,40555,38666,40071,20765,14454,12023,13414,8429,8813,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,25,25,25,25,25,25,25,25,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
