报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),46448,43910,41944,22540,29618,14024,30029,32357,90726,11369,13643,29564,11050,3973,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,2,,
应收账款(万元),5435,3962,5068,3162,3678,3129,5897,4915,3770,3074,1885,4379,2805,3487,
预付款项(万元),2789,2830,2472,2543,2282,2392,2271,2460,2041,1932,2216,1961,2176,870,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,
应收股利(万元),,,,1346,,,,,,,,,,,
其他应收款(万元),,18374,,16616,16233,16024,15853,15855,15665,15335,14623,11818,20662,7778,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),4599,3893,4214,4216,4110,3413,3799,2839,3003,2496,2550,1758,1445,1006,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),85254,71856,94339,101883,97906,97471,94333,87117,30934,22179,17154,11967,3887,12000,
流动资产合计(万元),161714,144826,165002,152306,153826,136454,152183,145543,146139,56385,52071,61448,42027,29114,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),165,165,165,165,165,,,,,,2,87,294,563,
长期股权投资(万元),7885,7938,4700,4767,5883,5506,5518,5505,5565,5308,5072,5308,536,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
固定资产原值(万元),,161115,,151578,,142810,,130006,,119657,108600,88704,72035,,
累计折旧(万元),,74501,,66385,,60454,,53170,,46815,40434,30354,21266,,
固定资产净值(万元),,86614,,85192,,82356,,76836,,72842,68166,58350,50769,,
固定资产减值准备(万元),,,,,,,,,,,,583,,,
固定资产(万元),,86614,,85192,85009,82356,82440,76836,76913,72842,68166,57767,50769,39391,
在建工程(万元),,4960,,4485,852,967,839,1862,1363,1815,1692,1902,964,1818,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
