报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),6943,7424,11019,14058,13008,8802,16046,14933,14399,10685,3151,5334,4330,6107,1276,1966,596,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,4,12,33,,14,2,13,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),5516,5297,5705,4981,6390,5721,4701,6145,6265,5640,2167,2439,2051,285,301,185,128,
应收账款(万元),21518,18919,16388,16002,16379,17519,14536,14310,13020,9788,8317,9586,5281,4916,4196,2309,1916,
预付款项(万元),2097,729,492,771,1015,338,614,433,287,309,320,347,89,58,62,56,27,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,0,,,,,,,,
应收股利(万元),,,,,,,,,,0,,,,,,,,
其他应收款(万元),,814,,738,1445,1245,801,872,914,808,568,282,338,406,316,239,160,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),17051,15229,14597,13100,11967,10064,10592,8612,11732,11208,10956,10608,6964,5350,4667,2244,1413,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,
其他流动资产(万元),538,509,458,2146,3056,6061,91,3566,4057,12070,25,16,,,,,,
流动资产合计(万元),54405,48921,49377,51821,53294,49806,47402,48909,50675,50522,25503,28613,19053,17122,10818,6999,4240,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,0,,,,,,,,
持有至到期投资(万元),,,,,,,,,,0,,,,,,,,
长期应收款(万元),,,,,,,,,,0,,,,,,,,
长期股权投资(万元),734,813,354,370,366,366,361,317,316,319,321,326,111,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,0,,,,,,,,
固定资产原值(万元),,12326,,10412,,9696,,9008,,7791,,7569,820,,,,,
累计折旧(万元),,2069,,1673,,1386,,1107,,910,,701,439,,,,,
固定资产净值(万元),,10256,,8739,,8309,,7901,,6882,,6868,381,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,10256,,8739,8790,8309,7939,7901,6931,6882,6790,6868,381,340,300,301,240,
在建工程(万元),,5752,,1272,141,104,36,2,,0,,,3878,2549,2516,,,
工程物资(万元),,,,,,,,,,0,,,,7,4,,,
固定资产清理(万元),,,,,,,,,,0,,,,,,,,
生产性生物资产(万元),,,,,,,,,,0,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,0,,,,,,,,
无形资产(万元),6823,6892,6934,7003,6647,6693,6676,6722,2518,2502,2524,2546,2500,2803,2549,39,19,
开发支出(万元),,,,,,,,,,0,,,,260,,,,
商誉(万元),,,,,,,,,,0,,,,,,,,
长期待摊费用(万元),588,366,317,340,332,237,253,275,59,26,32,37,65,94,123,171,196,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),1213,1183,951,733,672,562,455,414,363,354,333,337,207,165,113,37,29,
其他非流动资产(万元),1481,1242,657,122,308,456,765,334,2802,360,394,371,360,153,,,,
非流动资产合计(万元),30017,26504,21631,18579,17256,16727,16485,15963,12989,10444,10394,10484,7502,6371,5605,548,485,
资产总计(万元),84423,75425,71008,70401,70550,66532,63887,64872,63664,60965,35897,39097,26556,23492,16423,7547,4724,
短期借款(万元),3881,750,,,,,,,,0,1350,789,567,2867,1800,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,
应付票据(万元),10571,7552,,7849,,4473,3429,3691,4016,3761,3899,5693,2197,1101,,,,
应付账款(万元),9111,10042,,5904,,5789,3996,3966,3495,3962,3870,4336,3857,1877,1739,385,216,
预收账款(万元),1980,2155,3102,971,1543,1040,2559,1988,4206,3159,2806,3351,655,339,305,263,271,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),1684,1112,906,1530,1250,1072,748,1601,1215,922,668,1272,736,343,372,396,232,
应交税费(万元),246,259,425,409,518,1079,808,1636,628,1009,604,1094,925,1036,1154,480,414,
应付利息(万元),7,1,,,,,,,,0,2,1,1,6,4,,,
应付股利(万元),,,,,,,,,,0,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,
其他应付款(万元),,115,,527,210,283,301,270,296,651,137,242,145,28,55,81,52,
预提费用(万元),,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,5,3,
应付短期债券(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,0,,,,,,,,
其他流动负债(万元),,,,,,,,,,0,,,,,,,,
流动负债合计(万元),27591,21986,17367,17190,16906,13737,11841,13151,13857,13464,13336,16778,9082,7596,5429,1610,1187,
长期借款(万元),2917,,,,,,,,,0,,,,,,,,
应付债券(万元),,,,,,,,,,0,,,,,,,,
长期应付款(万元),,,,,,,,,,0,,,,,,,,
专项应付款(万元),,,,,,,,,,0,,,,,,,,
预计非流动负债(万元),,,,,,,,,,0,,,,,,,,
长期递延收益(万元),,,,,,0,1,27,,,,,,,,,,
递延所得税负债(万元),,,,1,2,5,,2,0,2,,,,,,,,
其他非流动负债(万元),,,,,,,,,,0,,,,,,,,
非流动负债合计(万元),2917,0,0,1,2,5,1,30,0,2,0,0,0,0,0,0,0,
负债合计(万元),30508,21986,17367,17190,16908,13742,11843,13181,13857,13466,13336,16778,9082,7596,5429,1610,1187,
实收资本(或股本)(万元),13540,13540,13540,13540,13540,13540,6770,6770,6770,6770,5070,5070,5070,5070,4830,503,478,
资本公积(万元),22554,22554,22554,22554,22554,22554,29324,29324,29324,29324,7565,7565,7565,7565,4302,600,346,
减:库存股(万元),,,,,,,,,,0,,,,,,,,
专项储备(万元),,,,,,,,,,0,,,,,,,,
盈余公积(万元),1912,1912,1912,1912,1650,1650,1650,1650,1030,1030,1030,1030,497,221,183,293,293,
一般风险准备(万元),,,,,,,,,,0,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),15464,14977,15207,15032,15696,14837,14084,13920,12646,10331,8841,8582,4341,3040,1679,4481,2357,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),53470,52983,53213,53038,53440,52581,51828,51663,49770,47454,22506,22247,17474,15896,10994,5877,3474,
少数股东权益(万元),445,456,428,172,203,210,216,27,37,44,54,72,,,,60,63,
所有者权益(或股东权益)合计(万元),53915,53439,53640,53210,53642,52791,52044,51691,49807,47499,22560,22318,17474,15896,10994,5937,3537,
负债和所有者权益(或股东权益)总计(万元),84423,75425,71008,70401,70550,66532,63887,64872,63664,60965,35897,39097,26556,23492,16423,7547,4724,		
