报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),7500,20250,17711,9611,7793,9759,10295,9903,12662,23182,5648,5835,1503,1776,3403,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),6919,8486,8820,6769,8577,9034,7753,6215,5899,2652,1105,1409,471,139,465,
应收账款(万元),27250,26410,25087,22576,24433,23099,20197,18914,17515,15056,14507,13284,9617,8664,7025,
预付款项(万元),1530,1211,1836,1488,1301,616,726,659,476,785,325,251,202,289,268,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,582,,548,879,1284,759,844,964,757,616,656,736,607,469,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),22076,22527,22585,21786,22533,21856,17150,14092,14082,13145,13593,13101,13590,11996,7431,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),167,314,231,366,462,683,780,618,246,250,868,367,128,106,1218,
流动资产合计(万元),66101,79780,76867,63144,65978,66332,57659,51245,51844,55826,36663,34904,26247,23577,20280,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),80,40,,,,,,,,,,,,,116,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,29380,,27493,,24118,,20586,,15984,13554,12785,11882,10074,,
累计折旧(万元),,8156,,6873,,5753,,4643,,3732,3330,3003,2883,1754,,
固定资产净值(万元),,21224,,20620,,18365,,15943,,12252,10224,9782,8999,8320,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,21224,,20620,19469,18365,17296,15943,14202,12252,10224,9782,8999,8320,7380,
在建工程(万元),,78,,53,,,,,76,76,73,,,,,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),130,134,138,142,123,121,124,17,18,18,19,20,23,74,84,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),1883,1817,1798,1783,1820,1443,1185,910,769,406,294,112,25,163,153,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),377,350,316,309,236,221,193,172,119,116,115,170,201,154,83,
其他非流动资产(万元),3355,1853,1683,1408,2058,1116,2024,1239,1215,645,1122,635,238,165,99,
非流动资产合计(万元),26530,25495,24582,24315,23706,21265,20823,18281,16399,13514,11848,10719,9485,8877,7914,
资产总计(万元),92631,105274,101449,87459,89684,87597,78482,69527,68242,69339,48510,45623,35732,32454,28194,
短期借款(万元),13000,14500,14500,10500,11400,9900,6900,1400,2000,4300,3300,2300,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),8030,20235,,12011,,12103,10335,7401,6994,6767,7452,6236,1566,2218,2747,
应付账款(万元),7389,7951,,6359,,7249,5117,5947,6201,5063,4406,4919,6348,4895,3953,
预收账款(万元),628,511,272,425,784,738,451,439,1217,607,397,158,554,1697,506,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),630,602,553,518,543,648,585,602,430,466,422,402,448,403,321,
应交税费(万元),672,278,302,359,245,363,-26,298,27,174,933,539,793,566,289,
应付利息(万元),,,,16,,,,1,,4,3,3,,,,
应付股利(万元),,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,316,,316,430,358,161,189,545,1246,130,98,732,346,19,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),213,367,512,529,949,1118,1356,1618,1171,2214,1769,1822,1035,1537,1350,
