报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),242987,301971,49426,48322,59353,81731,66512,53503,11249,24550,23205,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),143512,120017,125166,105827,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),,,,,7652,7625,8301,2178,1562,3936,,
应收账款(万元),50044,39785,52139,84390,75006,40056,40720,35831,22887,18834,17585,
预付款项(万元),5859,4719,7171,3691,3028,1874,1291,1443,1416,828,887,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),,,,,1313,671,1164,612,,,,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,1162,480,468,190,239,276,568,190,649,736,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),52558,52786,50154,47135,38913,21232,18804,14598,12319,7990,8081,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),10791,10747,5704,,,,,,,,,
其他流动资产(万元),53949,21065,20989,20814,58954,43598,7549,22732,35140,747,70,
流动资产合计(万元),566233,553642,314185,311010,244409,197027,144616,131464,84762,57534,50563,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,
持有至到期投资(万元),46343,46081,30819,36220,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),,204512,188535,186571,128712,81319,,,,,,
累计折旧(万元),,40638,38210,34852,24117,15525,,,,,,
固定资产净值(万元),,163874,150325,151719,104595,65794,,,,,,
固定资产减值准备(万元),,725,1001,1001,1001,,,,,,,
固定资产(万元),,163148,149324,150718,103594,65794,53550,31266,10980,10528,9978,
在建工程(万元),,29667,38802,38072,59866,72927,65913,65926,67296,14153,2854,
工程物资(万元),,238,240,240,267,411,430,,,,2,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),23808,22752,13061,13185,13635,13762,13984,14086,14423,14812,14674,
开发支出(万元),50856,50993,47747,45948,28649,7686,3089,2919,2502,2194,2102,
商誉(万元),,,,,,,,,,,,
长期待摊费用(万元),1399,1444,1490,1537,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),,,,,345,1109,393,505,619,934,678,
其他非流动资产(万元),11872,5605,4741,5738,18722,15620,14762,14224,533,20091,2403,
非流动资产合计(万元),336816,319928,286224,291658,225079,177308,152121,128926,96354,62712,32691,
资产总计(万元),903049,873570,600408,602668,469488,374335,296737,260390,181115,120245,83255,
短期借款(万元),,,,,,,,,5,1903,200,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,
应付账款(万元),2097,3075,2890,3065,3932,3121,2709,3677,1463,638,202,
预收账款(万元),,,,9069,721,999,500,733,544,41,9,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),9638,9262,7535,8982,7743,6634,6002,6846,4331,4045,1769,
应交税费(万元),8801,6074,5549,15666,10685,7015,4339,6160,3728,2582,2210,
应付利息(万元),,,,,,,,,,,,
应付股利(万元),5913,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,15250,,,,,9494,6271,6677,2994,1585,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),2543,2860,3105,3837,3586,2708,3717,3461,2056,92,203,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),51093,43790,32018,45822,35430,33581,26762,27148,18805,12295,6178,
长期借款(万元),,,,,,,,,6082,,,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,228,,,,,147,331,435,12,26,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),10592,6772,6939,7107,6591,7190,7109,7328,7219,4111,3729,
递延所得税负债(万元),1524,737,1742,2591,389,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),12330,7737,8905,9766,6988,7219,7256,7658,13736,4122,3755,
负债合计(万元),63424,51527,40923,55588,42418,40800,34018,34806,32541,16418,9933,
实收资本(或股本)(万元),56154,40110,36090,36090,36090,36090,36090,33500,33500,33500,33500,
资本公积(万元),247362,247362,7269,7269,7269,7269,7269,9859,9859,9859,9859,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),29153,29153,29153,29153,29153,29153,18443,18443,10907,6649,3435,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),506887,505130,486677,474366,354425,261028,200889,163743,94315,53831,26524,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),839641,822059,559502,547096,427086,333552,262735,225599,148589,103839,73317,
少数股东权益(万元),-16,-16,-16,-16,-16,-16,-16,-16,-14,-12,5,
所有者权益(或股东权益)合计(万元),839625,822042,559485,547080,427070,333536,262719,225584,148575,103828,73322,
负债和所有者权益(或股东权益)总计(万元),903049,873570,600408,602668,469488,374335,296737,260390,181115,120245,83255,		
