报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),13962,14628,17044,14829,6037,10679,12457,11303,6118,6663,9066,21201,1077,3152,1909,2695,2607,974,
结算备付金(万元),,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,
应收票据(万元),270,150,350,400,,165,,100,198,,,,500,,2050,3926,450,,
应收账款(万元),6424,8508,12521,8154,9298,7794,8040,11413,6877,9929,9714,9730,11298,10532,4042,3522,3981,623,
预付款项(万元),190,348,355,245,167,123,199,65,678,418,186,247,584,382,343,45,28,60,
应收保费(万元),,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,
其他应收款(万元),,333,,47,95,52,136,43,84,45,119,54,63,69,90,31,257,258,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,
存货(万元),5682,5322,6555,2373,3047,3110,2547,2123,3463,2270,2053,2693,2696,3365,4193,4107,6811,6114,
待摊费用(万元),,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,
其他流动资产(万元),322,288,358,338,7550,619,550,602,9088,9107,6088,,134,,16,345,1644,819,
流动资产合计(万元),27227,29576,37447,26386,26194,22542,23928,25650,26505,28432,27226,33925,16352,17500,12644,14671,15778,8848,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,
长期股权投资(万元),250,250,250,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,
投资性房地产(万元),5413,5448,5483,5518,5553,5588,5623,5656,,,,,,,,,,,
固定资产原值(万元),,50913,,29703,,26858,,24187,,27981,,23681,23409,23043,22948,22521,22216,15971,
累计折旧(万元),,26187,,12062,,11271,,10428,,10070,,9923,9470,8176,6483,4680,2932,1482,
固定资产净值(万元),,24726,,17641,,15587,,13759,,17911,,13758,13939,14867,16465,17841,19284,14488,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,
固定资产(万元),,24726,,17641,15163,15587,13387,13759,18056,17911,18193,13758,13939,14867,16465,17841,19284,14488,
在建工程(万元),,1877,,1455,4577,4583,6164,5625,965,400,284,5279,5275,,,154,,1627,
工程物资(万元),,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,
