报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),9006,10500,12703,8600,3868,6513,10168,24484,27189,3584,3764,4333,8846,3448,5902,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),4036,5782,5732,5132,2400,,47,47,0,100,,300,370,800,900,
应收账款(万元),9000,9759,8648,9397,11874,12989,9393,8736,9003,10135,8687,10552,3015,4333,3699,
预付款项(万元),303,216,148,139,342,231,547,180,223,161,200,61,64,37,17,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,271,,90,0,50,,,,,,21,17,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,25,,20,33,29,20,17,10,116,269,287,9,1028,81,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),11398,10172,8755,7443,7053,5974,6371,5278,5394,4292,4148,3647,2755,2062,1336,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),24308,23508,21020,24034,31032,31532,29932,18060,11455,54,72,78,,500,,
流动资产合计(万元),58076,59961,57030,55037,56602,57357,56478,56851,53275,18442,17141,19257,15059,12229,11953,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),2783,2800,2850,2850,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,26142,,21039,,19705,,19557,,17925,15645,6836,,,,
累计折旧(万元),,6621,,5606,,4747,,4490,,3745,3430,3224,,,,
固定资产净值(万元),,19521,,15433,,14957,,15068,,14180,12215,3612,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,19521,,15433,15716,14957,14644,15068,14581,14180,12215,3612,3931,3906,3553,
在建工程(万元),,1181,,3703,59,886,1458,855,686,1319,2191,10063,3411,,,
工程物资(万元),,,,,,,,,749,,,,,,,
固定资产清理(万元),,,,,,,57,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),1846,1868,1851,1857,1792,1804,1816,1829,1814,1824,1834,1844,1884,305,320,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),114,124,135,145,235,247,233,187,140,80,84,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),339,351,345,366,286,287,271,256,172,185,179,187,88,67,40,
其他非流动资产(万元),4045,1955,3420,3298,3920,2834,2186,1558,1203,1324,1528,1159,1322,1098,241,
非流动资产合计(万元),29770,27800,27453,27652,22009,21016,20664,19752,19345,18912,18031,16865,10636,5376,4154,
资产总计(万元),87846,87760,84483,82689,78611,78373,77142,76603,72620,37354,35172,36122,25695,17606,16107,
短期借款(万元),,,,,,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,
应付账款(万元),1744,1774,,1086,,907,1435,935,2193,1874,1471,1453,693,342,167,
预收账款(万元),,,,,,,,,,,,,,,,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),501,477,430,705,408,388,306,504,367,342,244,396,260,190,166,
应交税费(万元),188,587,531,1146,376,1101,399,1092,109,686,307,2022,1244,1007,1413,
应付利息(万元),,,,,,,,,,,,,,2,2,
应付股利(万元),,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
