报告日期,2020-09-30,2020-06-30,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
货币资金(万元),58843,21063,16982,17662,10579,11295,7908,
结算备付金(万元),,,,,,,,
拆出资金(万元),,,,,,,,
交易性金融资产(万元),,,,,,,,
衍生金融资产(万元),,,,,,,,
应收票据(万元),10150,7312,11203,8780,,,,
应收账款(万元),20781,18910,21225,18630,,,,
预付款项(万元),6637,4977,4490,4265,5899,5553,9976,
应收保费(万元),,,,,,,,
应收分保账款(万元),,,,,,,,
应收分保合同准备金(万元),,,,,,,,
应收利息(万元),,,,,,,,
应收股利(万元),,,,,,,,
其他应收款(万元),,217,158,,,,,
应收出口退税(万元),,,,,,,,
应收补贴款(万元),,,,,,,,
应收保证金(万元),,,,,,,,
内部应收款(万元),,,,,,,,
买入返售金融资产(万元),,,,,,,,
存货(万元),33855,31896,29617,25116,29795,30157,28444,
待摊费用(万元),,,,,,,,
待处理流动资产损益(万元),,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,
其他流动资产(万元),508,622,789,1501,819,525,727,
流动资产合计(万元),130984,84997,84463,76168,78823,80919,72449,
发放贷款及垫款(万元),,,,,,,,
可供出售金融资产(万元),,,,,2000,2000,2000,
持有至到期投资(万元),,,,,,,,
长期应收款(万元),,,,,,,,
长期股权投资(万元),22791,21806,21738,19380,18752,15434,12428,
其他长期投资(万元),,,,,,,,
投资性房地产(万元),,,,,,,,
固定资产原值(万元),,97786,95254,,,,,
累计折旧(万元),,38285,34200,,,,,
固定资产净值(万元),,59501,61053,,,,,
固定资产减值准备(万元),,,,,,,,
固定资产(万元),,59501,61053,,,,,
在建工程(万元),,3983,2842,,,,,
工程物资(万元),,,,,,,,
固定资产清理(万元),,,,,,,,
生产性生物资产(万元),,,,,,,,
公益性生物资产(万元),,,,,,,,
油气资产(万元),,,,,,,,
无形资产(万元),6627,6749,6748,6810,4814,4500,2891,
开发支出(万元),,,,,,,,
商誉(万元),,,,,,,,
长期待摊费用(万元),1933,1610,942,1096,1222,1895,1276,
股权分置流通权(万元),,,,,,,,
递延所得税资产(万元),1101,1198,1080,964,940,923,851,
其他非流动资产(万元),6411,6907,6696,5560,4580,4265,5723,
非流动资产合计(万元),106041,101755,101100,96784,91853,81553,72378,
资产总计(万元),237025,186753,185563,172952,170676,162473,144827,
短期借款(万元),16600,18998,16948,21570,22363,27927,19550,
向中央银行借款(万元),,,,,,,,
吸收存款及同业存放(万元),,,,,,,,
拆入资金(万元),,,,,,,,
交易性金融负债(万元),,,,,,,,
衍生金融负债(万元),,,,,,,,
应付票据(万元),,,,2374,,,,
应付账款(万元),27720,18157,20284,15776,,,,
预收账款(万元),,,582,140,101,175,372,
卖出回购金融资产款(万元),,,,,,,,
应付手续费及佣金(万元),,,,,,,,
应付职工薪酬(万元),2200,2492,3094,2001,2650,2224,2025,
应交税费(万元),2079,1184,1310,1893,808,6166,4939,
应付利息(万元),8,,,,,,,
应付股利(万元),,,,,,,,
其他应交款(万元),,,,,,,,
应付保证金(万元),,,,,,,,
内部应付款(万元),,,,,,,,
其他应付款(万元),,559,471,,,,,
预提费用(万元),,,,,,,,
预计流动负债(万元),,,,,,,,
应付分保账款(万元),,,,,,,,
保险合同准备金(万元),,,,,,,,
代理买卖证券款(万元),,,,,,,,
代理承销证券款(万元),,,,,,,,
国际票证结算(万元),,,,,,,,
国内票证结算(万元),,,,,,,,
递延收益(万元),,,,,,,,
应付短期债券(万元),,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,
其他流动负债(万元),,,,,,,,
流动负债合计(万元),49229,41444,42688,43980,47818,65039,54504,
长期借款(万元),,,,,,,,
应付债券(万元),,,,,,,,
长期应付款(万元),,,,,,,,
专项应付款(万元),,,,,,,,
预计非流动负债(万元),,,,,,,,
长期递延收益(万元),1672,1725,1832,1223,462,112,127,
递延所得税负债(万元),929,971,1038,667,554,,,
其他非流动负债(万元),,,,,,,,
非流动负债合计(万元),2601,2697,2870,1889,1017,112,127,
负债合计(万元),51830,44141,45559,45869,48834,65151,54631,
实收资本(或股本)(万元),41668,37500,37500,37500,37500,8889,8000,
资本公积(万元),78547,46127,46127,46127,46127,8531,9293,
减:库存股(万元),,,,,,,,
专项储备(万元),,,,,,,,
盈余公积(万元),3008,3008,3008,1974,1974,7520,6474,
一般风险准备(万元),,,,,,,,
未确定的投资损失(万元),,,,,,,,
未分配利润(万元),61972,55977,53370,41602,36242,72381,65609,
拟分配现金股利(万元),,,,,,,,
外币报表折算差额(万元),,,,,,,,
归属于母公司股东权益合计(万元),185194,142612,140004,127083,121842,97321,89376,
少数股东权益(万元),,,,,,,820,
所有者权益(或股东权益)合计(万元),185194,142612,140004,127083,121842,97321,90196,
负债和所有者权益(或股东权益)总计(万元),237025,186753,185563,172952,170676,162473,144827,		
