报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),30956,33650,28614,21270,16325,10223,23320,23007,3072,4682,4489,4753,9910,2171,1844,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),3214,4557,5700,5905,5501,979,1599,2376,2915,2385,1067,3138,1102,359,492,
应收账款(万元),24713,26459,23724,23649,24103,20928,15929,15550,15129,15495,11805,10923,10264,6398,4957,
预付款项(万元),1189,1022,2030,1477,2611,4259,4694,4258,2125,510,1945,192,112,372,508,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,118,,268,172,38,48,231,70,52,169,106,132,547,242,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),17899,17492,16022,14609,15229,12759,14747,13664,12363,10895,10293,7953,6175,5452,4775,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),15691,15231,19321,24405,26047,31163,20095,21224,76,39,108,128,131,2166,2526,
流动资产合计(万元),93725,98528,95771,91583,89989,80348,80431,80310,35750,34058,29876,27194,27826,17466,15345,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,31,
