报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),96823,114907,132341,251801,216837,248865,163114,321946,314404,307753,254409,114543,90241,98162,74099,70148,19747,16799,
结算备付金(万元),,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),420000,210000,,,,,,,,,,,,,,,5,2900,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,
应收票据(万元),11934,10081,8964,9041,8281,6109,8274,6624,2787,807,439,721,469,1625,675,399,,,
应收账款(万元),47401,42989,41962,27811,33097,26771,14179,14862,26871,20442,17575,12946,7397,7160,9294,10048,8181,8323,
预付款项(万元),8890,7591,8467,8756,7120,9091,7320,7470,34145,14938,11182,7724,4641,4946,6626,8960,9044,8008,
应收保费(万元),,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,
其他应收款(万元),,8151,,6431,3335,3302,2915,2932,7464,4688,3389,3406,1927,2309,2739,1622,1667,1577,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,
存货(万元),79330,68058,63956,64529,67249,72416,73424,78661,71764,71902,68795,75694,48013,36202,34436,35240,32633,20030,
待摊费用(万元),,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,
其他流动资产(万元),28943,30954,146394,56986,64245,54203,76494,48116,3401,11479,6061,4857,3095,1251,264,705,198,609,
流动资产合计(万元),700018,492730,408362,425355,400165,420756,345719,480609,460836,432007,361849,219891,155783,151655,128133,127122,71474,58246,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),0,,8588,8588,6691,4445,4102,1602,102,102,102,102,102,102,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,
长期股权投资(万元),68,216,,,,,0,,,,,,,,102,102,175,230,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,464696,,436635,,383791,,311332,,209819,,199949,161895,,103722,,,,
累计折旧(万元),,108048,,90881,,75691,,62496,,53415,,45658,33062,,19953,,,,
固定资产净值(万元),,356648,,345754,,308100,,248836,,156404,,154291,128833,,83769,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,
固定资产(万元),,356648,,345754,329272,308100,305121,248836,162251,156404,153961,154291,128833,97260,83769,69875,59780,48654,
在建工程(万元),,236500,,188790,159292,125618,102023,90890,118381,94398,68796,57009,17013,14255,9902,15432,5986,4738,
工程物资(万元),,,,,,,,,,,,,,,,,,35,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,
无形资产(万元),107415,108479,108145,109223,101722,102203,102589,103455,101810,102354,102277,102473,75488,74690,69701,70434,61411,8001,
开发支出(万元),,,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),3507,556,1576,1066,1458,2076,1608,1754,298,338,378,339,202,7,13,36,105,129,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),9377,8665,7597,6674,5690,8233,6804,6336,4371,4930,3830,3267,2517,2215,1333,1519,818,672,
其他非流动资产(万元),37401,34235,44512,26599,56638,48162,39671,33554,53311,65996,42872,17471,12830,6465,8624,2830,,26421,
非流动资产合计(万元),794813,753886,733527,686695,660762,598837,561917,486427,440524,424522,372214,334952,236985,194993,173444,160227,128276,88880,
资产总计(万元),1494831,1246617,1141889,1112050,1060927,1019593,907636,967037,901359,856529,734064,554843,392767,346648,301577,287349,199750,147126,
短期借款(万元),71068,51859,26305,1225,,0,,10000,10000,15322,15490,10344,21230,22000,37200,42000,37500,26000,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,
应付票据(万元),18634,22600,,18884,,19176,18634,20155,19088,15293,11385,21638,16775,20746,10205,8366,6667,6744,
应付账款(万元),73971,87906,,63543,,65662,51393,53510,69183,66815,53806,47255,40405,26071,30893,27894,14361,5979,
预收账款(万元),136398,143203,108764,127675,116209,127696,102708,138100,117207,131652,95242,107979,75094,83107,62522,57342,57294,52328,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),18332,19610,15658,33135,15776,16590,12144,26724,15565,14785,11373,26479,18073,10813,7051,8421,4218,2583,
应交税费(万元),26735,20137,16759,18739,27774,16139,9314,18754,11753,8547,7921,13492,3295,5166,5295,7603,7908,1580,
应付利息(万元),1032,,,,,,,,,,,,,,,,,,
应付股利(万元),,,,,,42028,,,,,,,,,,,,,
