报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),19031,9896,18303,24067,52257,55245,20412,25625,23445,19757,33300,36133,33402,92255,19808,26280,28486,14462,4825,4389,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),23900,40005,3519,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,
应收票据(万元),639,1034,716,489,,202,230,,143,,54,55,21,123,11,,,250,390,24,
应收账款(万元),20941,17143,19119,15304,13985,14237,11125,9702,9667,10369,9867,9272,12159,10845,8072,8351,7964,6274,3888,2955,
预付款项(万元),1477,1407,1321,1063,1735,1172,1497,873,1277,1116,1193,990,1118,1122,883,444,430,838,729,1065,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,535,,508,761,396,555,344,504,540,458,352,584,509,621,624,441,411,148,107,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
存货(万元),67227,66492,63150,62916,62138,61228,58311,56234,57340,55146,55301,51716,50169,45619,44046,40460,29230,19402,13409,8676,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),2492,2405,34574,39841,10487,41487,83050,80461,80331,85177,71205,73203,66176,2972,2794,277,789,188,183,,
流动资产合计(万元),136283,138918,141511,144189,141363,173967,175180,173238,172706,172104,171378,171721,163628,153446,76234,76436,67340,41825,23573,17216,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,600,600,600,600,600,650,600,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),2813,2797,2812,2791,3156,2691,2672,2625,2485,2462,3025,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,41240,,37840,,22551,,22231,,22085,,22232,,22426,,22331,21000,,,,
累计折旧(万元),,15783,,14728,,13718,,13157,,12854,,12298,,11925,,11310,10257,,,,
固定资产净值(万元),,25457,,23112,,8833,,9074,,9231,,9935,,10501,,11020,10743,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,25457,,23112,8638,8833,8772,9074,9157,9231,9631,9935,10065,10501,10714,11020,10743,10657,10571,10277,
在建工程(万元),,12699,,13346,22812,20095,17621,15993,14026,13702,13568,13254,12043,11775,10340,9958,5470,3898,3263,2883,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,
无形资产(万元),7467,7557,7648,7728,7938,8021,7994,7549,7597,7647,7700,7752,7804,7858,7911,7962,8110,7434,4840,4942,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,
商誉(万元),4765,4765,4765,4765,4708,4708,,,,,,,,,,,,,,,
长期待摊费用(万元),258,276,327,363,314,308,345,325,367,339,347,327,297,299,360,429,528,469,282,329,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),499,512,503,513,480,465,448,448,393,393,428,428,349,349,283,288,151,104,58,72,
其他非流动资产(万元),1373,1273,1298,2288,3166,2889,2230,601,266,266,266,566,408,357,266,266,266,153,2700,,
非流动资产合计(万元),55868,55936,56766,55506,51811,48610,40682,37215,34942,34640,34965,32262,30967,31139,29874,29924,25267,22716,21714,18503,
资产总计(万元),192150,194855,198277,199696,193174,222577,215862,210454,207648,206744,206343,203983,194595,184585,106108,106360,92607,64540,45287,35719,
短期借款(万元),7,7,7,7,,,,,,,,,,,,,,,3000,4000,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,,450,,,
应付账款(万元),18267,16303,,19019,,16163,16283,14882,14911,14511,13168,15023,14977,14082,12104,13774,8945,5877,5491,4893,
预收账款(万元),28203,35308,36195,40502,42137,47932,48886,48283,51660,51768,51703,49050,43649,39598,35890,36669,32303,19424,7534,5141,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),3104,2473,2007,3295,2581,2113,1710,2867,2955,2126,1783,2905,3309,2103,1661,2694,2413,2125,1759,1380,
应交税费(万元),1398,756,2247,2135,608,3274,2837,3237,1580,1652,1381,1812,1817,1638,1405,1406,812,549,451,968,
应付利息(万元),,,,,,,,,,,,,,,,,,,,,
应付股利(万元),,3510,,,,,,,,5443,,,,,,,,1257,1257,1257,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,672,,565,644,496,670,634,617,571,598,1198,1012,1635,810,779,741,519,321,239,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,48,
