报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),55632,60726,48917,40309,64253,73775,68127,74764,40740,40861,27735,33686,26804,24220,13859,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),,,,20,,,,,,,,,,,,
应收账款(万元),3531,4121,3691,3647,3132,2456,2508,2440,3638,2332,1404,2711,2854,2178,3363,
预付款项(万元),4304,714,460,1335,1372,1010,738,613,396,654,864,1279,1698,1714,2250,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,1008,,1286,793,755,1889,1329,2197,858,846,2584,5933,673,1009,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),8203,6204,7271,8892,5724,4983,6279,7108,7245,5457,7506,5394,8635,10864,12132,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,10,,,,,,,
其他流动资产(万元),1368,948,345,273,383,587,,309,,,,,1000,,,
流动资产合计(万元),75784,73721,62107,55763,75657,84203,80187,87209,54226,50162,38354,45654,46923,39649,32614,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,844,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,134049,,134953,,100256,,89371,,87711,87081,,79377,72611,,
累计折旧(万元),,44308,,41031,,29222,,26791,,24450,22092,,17769,13786,,
固定资产净值(万元),,89741,,93922,,71034,,62580,,63261,64989,,61608,58825,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,89741,,93922,69972,71034,66224,62580,62246,63261,64989,65836,61608,58825,53500,
在建工程(万元),,19542,,3767,3669,2297,4104,4048,3373,3477,3299,3494,3464,2940,3536,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),27703,25278,27142,27030,19330,18837,18186,17582,14520,12851,12629,10973,13350,10326,7958,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),7352,7377,7425,7472,2065,2082,2103,2057,1911,1891,1898,1906,1895,1497,1418,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),5869,5869,5869,5869,,,,,,,,,,,,
长期待摊费用(万元),478,501,549,812,472,427,134,163,160,170,164,186,276,101,203,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),670,714,651,744,622,622,352,488,82,396,411,386,522,378,340,
其他非流动资产(万元),8277,9427,17167,9427,7991,4815,2067,2874,5751,8099,9042,2535,2667,3061,3159,
非流动资产合计(万元),169295,163517,161594,149048,107492,103486,96543,93163,91415,93518,95805,89533,87155,80499,73486,
资产总计(万元),245079,237238,223701,204811,183149,187689,176730,180372,145641,143680,134159,135187,134078,120149,106100,
短期借款(万元),59500,47500,44200,43700,45000,46600,39600,40600,38000,38000,30000,34000,35000,37150,36000,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),1950,5830,,3055,,,,1949,1949,2850,400,,1840,4091,,
应付账款(万元),16891,13655,,16495,,14286,10552,10139,12126,9270,10536,12201,9031,8765,7241,
预收账款(万元),,,,,772,642,804,2406,505,411,2029,848,2070,2811,1751,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),295,264,263,314,295,319,366,619,409,489,658,268,478,298,242,
应交税费(万元),1282,3435,3556,4311,586,602,513,867,943,1015,1889,1590,1912,1677,941,
应付利息(万元),50,53,50,37,,16,40,40,40,31,43,47,38,88,91,
应付股利(万元),,1274,,,,1368,,,,1043,,1000,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,6560,,4123,1443,2544,1631,2085,1611,2052,1860,2010,2095,1924,2017,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),2624,2868,3458,3375,573,1556,1683,2005,,506,615,635,940,1386,739,
其他流动负债(万元),,,,,,,,,,,,,,,,
流动负债合计(万元),89505,82768,76571,78071,61416,67934,55188,60711,55811,57623,48729,53249,54005,58689,49672,
长期借款(万元),26702,26759,18747,3956,2573,2227,2479,2656,2450,2963,4450,5200,5950,7350,8650,
应付债券(万元),,,,,,,,,,,,,,,,
长期应付款(万元),,,,236,,,281,139,2705,238,330,,86,552,885,
专项应付款(万元),,,,,,,,,,,,,,,,
预计非流动负债(万元),49,48,47,1,,,6,,,,,,,,,
长期递延收益(万元),3778,3876,3536,3476,4063,3498,4236,4099,4584,4101,4626,4543,4605,4017,3892,
递延所得税负债(万元),605,613,621,630,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,
非流动负债合计(万元),34368,34634,26599,8299,6636,5724,7002,6895,9739,7302,9406,9743,10641,11919,13427,
负债合计(万元),123873,117402,103170,86370,68052,73658,62190,67605,65550,64925,58135,62992,64646,70607,63099,
实收资本(或股本)(万元),19068,19068,18734,18734,18734,18734,18734,18734,14050,14050,14050,14050,14050,10537,10537,
资本公积(万元),53094,52870,50879,50879,50879,50879,50879,50879,24297,24613,24613,24613,24613,15559,15559,
减:库存股(万元),2325,2325,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,
盈余公积(万元),3899,3891,3808,3719,3444,3444,3205,3205,3047,3047,2820,2172,2172,1571,1007,
一般风险准备(万元),,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,
未分配利润(万元),47470,46333,47110,45108,42040,40975,41722,39948,38696,37045,34540,31360,28598,21874,15898,
拟分配现金股利(万元),,,,,,,,,,,,,,,,
