报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),1068773,1043564,1027259,1162829,1102948,1053858,1015870,1040640,1036875,964311,961725,1117647,1072990,931060,1044572,1341017,1230568,1292706,1227220,1212662,977849,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),43819,38210,51893,68682,47524,59458,65938,41166,68360,96389,119691,123559,53372,49894,30000,,19894,11040,,,10000,
交易性金融资产(万元),1030399,1161214,1352754,18079,17941,17757,33176,42352,57699,138038,202166,199875,145116,144717,148968,131097,111841,,,,,
衍生金融资产(万元),134,14,14,,,,,,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,,,,,,,,
应收账款(万元),,,,,,,,,,,,,,,,,,,,,,
预付款项(万元),,,,,,,,,,,,,,,,,,,,,,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,47523,46134,39335,50033,36371,33158,39794,38592,47070,44548,54714,50351,40715,39159,31329,29058,28001,18233,
应收股利(万元),,,,,,,,,,,,,,,545,,,,,,,
其他应收款(万元),,,,,,,,,,,,,,,,,,,,,,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),60005,,,,,,,73151,145768,,,,,,,,,184900,154890,511200,90000,
存货(万元),,,,,,,,,,,,,,,,,,,,,,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
流动资产合计(万元),,,,,,,,,,,,,,,,,,,,,,
发放贷款及垫款(万元),6586077,6423708,6127390,5981796,5875804,5697974,5513263,5328474,5230386,5177831,5134703,5037236,4919933,4907647,4757006,4801969,4688759,4680083,4297968,3818904,3482893,
可供出售金融资产(万元),,,,2343889,2306842,2052474,2335612,2362086,2389336,2163004,2253711,2280578,2497498,1667282,1529838,1278025,793266,1068472,519741,599855,45201,
持有至到期投资(万元),1822028,1864343,1932938,1498394,1571027,1771097,1920720,1684211,1380461,1519526,1370683,1228202,1129178,1333578,1358667,1041658,939867,846952,962102,709653,765222,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),54620,53110,52750,50980,50029,48629,47534,46282,19570,19570,18862,18724,17627,17627,16904,16805,15905,15448,14139,13370,12069,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),15142,15396,15642,15896,16085,16342,16600,16854,7045,7176,7310,7439,7572,7702,7833,7965,8227,8490,9016,,,
固定资产原值(万元),,130528,,129834,,123670,,121886,,107611,,101087,,,,93570,,80628,73055,71066,62788,
累计折旧(万元),,56472,,52469,,49258,,45029,,47763,,44217,,,,37280,,32004,26410,24051,19477,
固定资产净值(万元),,74056,,77365,,74412,,76857,,59848,,56869,,,,56290,,48624,46645,47015,43311,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,,
