报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),39003,38577,40150,38710,38219,37368,39589,43315,44077,7669,7681,6448,9165,6329,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),,,8844,10141,7122,9068,8266,9222,5105,6664,7726,8530,9211,9872,
应收账款(万元),11559,14268,16030,11888,13024,13565,13546,7524,10156,10228,7090,6636,5142,4903,
预付款项(万元),1469,528,511,348,857,1018,1053,413,1188,483,198,338,206,252,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),129,150,189,145,243,205,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,177,,243,,189,118,105,66,16,22,19,44,15,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),14992,14328,11530,11804,9983,8486,9495,10818,8931,7783,7329,7377,8179,6985,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),137,219,292,50,,,348,599,601,940,1074,287,9,123,
流动资产合计(万元),79118,77138,77731,73331,69654,69899,72414,71996,70124,33783,31120,29635,31958,28478,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,5,5,5,5,5,5,5,5,5,5,5,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),318,325,332,339,346,353,360,367,374,380,394,422,450,478,
固定资产原值(万元),,53197,,50688,,47734,,46009,,,40797,26608,24525,,
累计折旧(万元),,22244,,21067,,18665,,16731,,,14274,13030,11377,,
固定资产净值(万元),,30953,,29621,,29069,,29278,,,26523,13578,13148,,
固定资产减值准备(万元),,98,,98,,98,,98,,,98,,,,
固定资产(万元),,30855,,29524,28751,28971,28239,29180,29017,29385,26425,13578,13148,12471,
在建工程(万元),,4537,,4463,1052,760,2180,908,438,334,739,6159,783,271,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,12,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),4302,4334,4357,4389,4420,4307,3021,3033,3070,3089,3129,1082,1081,1109,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),441,458,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),176,203,204,172,153,160,159,102,129,117,142,77,51,49,
其他非流动资产(万元),3641,663,1294,424,2490,1122,1138,582,288,90,151,2696,1891,1806,
非流动资产合计(万元),42400,41380,39698,39315,37217,35677,35102,34176,33320,33413,30986,24020,17408,16189,
资产总计(万元),121518,118518,117429,112646,106871,105577,107516,106172,103444,67196,62105,53655,49367,44667,
短期借款(万元),,,,,,,,,,1000,1000,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),7950,5752,,1299,,500,,600,,400,,,,,
应付账款(万元),8346,9818,,9609,,7572,7548,7946,7822,8557,7291,5200,3504,2694,
预收账款(万元),519,71,72,115,136,175,288,141,58,238,112,106,362,473,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),825,845,947,1077,878,809,843,989,779,573,883,643,687,710,
应交税费(万元),611,246,1283,650,694,358,524,166,395,272,699,1075,446,341,
应付利息(万元),,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,2273,,,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,530,,574,451,449,466,560,254,786,545,558,364,336,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,
流动负债合计(万元),18780,17263,15748,13323,9177,9864,9669,10402,9308,14098,10531,7581,5362,4554,
长期借款(万元),,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,
长期递延收益(万元),537,565,593,621,567,595,369,376,388,76,69,,,,
递延所得税负债(万元),,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,
非流动负债合计(万元),537,565,593,621,567,595,369,376,388,76,69,0,0,0,
负债合计(万元),19317,17828,16341,13944,9744,10459,10038,10779,9696,14175,10600,7581,5362,4554,
实收资本(或股本)(万元),15120,15120,15120,15120,15120,15120,10800,10800,10800,8100,8100,8100,6000,6000,
资本公积(万元),55554,55554,55554,55554,55554,55554,59874,59874,59884,26904,26904,26904,29004,29004,
减:库存股(万元),,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,
盈余公积(万元),3845,3845,3845,3845,3286,3286,3334,3286,2583,2583,2583,1828,1202,511,
