报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),12353,6869,5253,6869,3652,4655,5999,7174,5989,5697,1443,1562,777,1000,793,1753,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),30000,27000,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),572,344,261,132,69,120,235,244,174,119,146,110,,,107,84,
应收账款(万元),4346,4751,4287,5574,5643,5092,5795,5635,5242,6026,5108,4731,5174,4737,4077,3202,
预付款项(万元),58,43,25,41,315,304,140,51,259,29,10,96,10,48,24,127,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,0,,,,,,,,,,,,,
应收股利(万元),,,,0,,,,,,,,,,,,,
其他应收款(万元),,330,,147,318,66,92,85,230,257,154,186,173,657,530,563,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),3017,4095,4469,4696,3936,4290,3277,3531,2893,2840,2749,2983,3155,3278,4486,4819,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),,3037,32883,31363,32546,30000,31807,32872,33000,30000,1,12,12,,5,,
流动资产合计(万元),51078,46470,47436,48822,46479,44525,47345,49592,47787,44969,9610,9681,9300,9719,10022,10548,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,1983,1983,2007,1983,1983,1983,1983,1983,1983,1983,1983,1783,1280,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),4989,5019,4562,4566,4624,4600,1174,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,
固定资产原值(万元),,43769,,43419,,42930,,42579,,39446,,39170,37964,36645,,,
累计折旧(万元),,24859,,23398,,22042,,20614,,19244,,17842,16431,14191,,,
固定资产净值(万元),,18910,,20021,,20888,,21965,,20202,,21328,21533,22454,,,
固定资产减值准备(万元),,26,,26,,26,,26,,26,,26,52,52,,,
固定资产(万元),,18884,,19995,20297,20862,21315,21939,19980,20176,20695,21302,21480,22402,23034,23893,
在建工程(万元),,1900,,938,1029,857,709,493,309,150,139,100,2358,1657,1207,156,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,10,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),3321,3308,3336,3365,2700,2718,3270,1374,1384,1353,1365,1377,1425,879,756,746,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,
长期待摊费用(万元),10,10,,,4,5,,,,,,,,3,19,33,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),272,210,224,251,214,196,194,226,227,216,202,203,239,198,179,186,
其他非流动资产(万元),5034,4002,1745,322,135,9,203,18,2023,2046,2508,2421,2466,2167,2578,296,
非流动资产合计(万元),38378,35316,32453,31420,30986,31253,28847,26032,25906,25923,26892,27385,29952,29290,29566,26589,
资产总计(万元),89456,81786,79888,80242,77466,75778,76192,75625,73693,70892,36502,37066,39252,39009,39588,37137,
短期借款(万元),3500,3500,500,,,,,,,,1400,3000,6820,9790,9694,8024,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,
应付账款(万元),2972,2148,,3048,,2594,2330,3211,2692,2518,2210,3336,3850,3449,4718,4767,
预收账款(万元),46,60,35,49,51,52,207,95,58,63,54,154,137,233,131,42,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,
应付职工薪酬(万元),857,866,643,1067,783,755,481,1076,1034,941,579,1160,1014,593,556,528,
应交税费(万元),147,109,549,719,797,630,505,410,578,458,951,745,732,374,306,357,
应付利息(万元),6,,,0,,,,,,,4,4,15,23,23,18,
应付股利(万元),,,,0,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,
其他应付款(万元),,173,,292,153,146,252,176,69,52,220,145,99,119,106,238,
预提费用(万元),,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,18,70,122,,,,,,1772,2000,1000,
其他流动负债(万元),,,,,,,,,,,,,,,,,
流动负债合计(万元),8185,6856,3793,5175,4067,4196,3844,5089,4431,4033,5418,8544,12667,16353,17534,14974,
长期借款(万元),5000,,,,,,,,173,223,273,321,1511,2687,849,1000,
应付债券(万元),,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,3440,5010,
专项应付款(万元),,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,
长期递延收益(万元),1173,883,928,976,863,882,925,968,945,986,1026,1066,1176,882,822,507,
递延所得税负债(万元),419,401,54,54,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,
非流动负债合计(万元),6592,1283,982,1030,863,882,925,968,1118,1209,1298,1387,2687,3569,5111,6518,
负债合计(万元),14777,8140,4774,6205,4930,5077,4768,6056,5549,5241,6716,9932,15354,19922,22645,21492,
实收资本(或股本)(万元),12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,9000,9000,9000,9000,9000,9000,
资本公积(万元),37590,37590,37593,37593,37593,37593,37593,37593,37593,37593,3751,3751,3751,3751,3751,3751,
减:库存股(万元),,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,
盈余公积(万元),4376,4376,4376,4376,3563,3563,3563,3563,2731,2731,2731,2731,1832,1058,756,425,
一般风险准备(万元),,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,
未分配利润(万元),20597,19612,21145,20068,19380,17545,18268,16412,15820,13327,14303,11652,9314,5278,3435,2469,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),74562,73578,75114,74037,72536,70701,71424,69568,68144,65651,29785,27134,23898,19087,16942,15645,
少数股东权益(万元),117,68,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),74679,73646,75114,74037,72536,70701,71424,69568,68144,65651,29785,27134,23898,19087,16942,15645,
负债和所有者权益(或股东权益)总计(万元),89456,81786,79888,80242,77466,75778,76192,75625,73693,70892,36502,37066,39252,39009,39588,37137,		
