报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),517774,431275,487310,456068,115974,98588,152520,477697,196527,115411,333685,320190,93530,307237,171926,159663,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,90000,,,,,,,,,,21,556,441,409,182,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),158,97,161,386,588,404,380,2273,438,98,1677,1341,420,1115,857,296,
应收账款(万元),96866,88286,73373,66615,69011,78063,67179,64389,58498,65498,58412,57992,48701,38069,76448,22855,
预付款项(万元),49956,57815,35189,34672,59400,35760,37680,33500,36678,33571,30683,31900,31859,30998,27531,25744,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),3110,355,4529,,,,,,,,,,1346,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,5765,,5682,6422,5668,6343,4593,7719,5262,4185,3333,6572,8711,7952,9101,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),315739,305993,295972,278932,291924,275926,262017,237393,252488,232511,197089,182222,182463,162918,153574,142100,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),7097,6496,7087,60240,341907,366511,296674,4237,225189,186489,4652,2003,191156,10724,57682,15083,
流动资产合计(万元),997036,987396,908816,902595,885226,860920,822792,824082,777537,638841,630383,599001,556604,560213,496378,375025,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,749,726,809,1177,1206,782,763,635,948,1269,1247,1157,968,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),650,635,604,609,744,683,689,716,702,711,730,1080,1149,1288,950,806,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),43868,44179,44491,44803,41920,42212,42504,42796,42683,42973,13391,1031,1090,1149,1268,506,
固定资产原值(万元),,162801,,162548,,164510,,162387,,,191659,104148,,96850,,,
累计折旧(万元),,56469,,53402,,50354,,47025,,,40583,36015,,31310,,,
固定资产净值(万元),,106333,,109147,,114156,,115362,,,151076,68133,,65540,,,
固定资产减值准备(万元),,0,,0,,0,,0,,,0,0,,0,,,
固定资产(万元),,106332,,109146,113607,114156,114509,115361,117866,118982,151076,68133,70219,65539,43335,45216,
