报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),20281,19426,16346,14787,57212,5044,5895,5777,5739,5598,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),,,298,341,336,198,,,,1,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),95,31,20,19,6,,,,,126,
应收账款(万元),12943,11526,10439,11187,13326,,,,,6401,
预付款项(万元),510,480,254,329,553,314,189,259,179,199,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,984,,1308,1428,969,1011,1559,477,414,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),11030,11511,11229,11042,10147,9961,10349,8343,7849,8464,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,
其他流动资产(万元),38503,37003,40974,43219,358,1928,19,24,,335,
流动资产合计(万元),84540,80960,80761,82233,83366,29857,27167,24462,22648,21538,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),2811,2724,2837,2736,2578,2411,2482,2361,2035,1833,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),3729,3755,3781,3807,3834,3860,3912,4017,4122,3035,
固定资产原值(万元),,32232,,31664,,30843,30082,29974,29719,,
累计折旧(万元),,17844,,17257,,16795,16336,16260,15635,,
固定资产净值(万元),,14388,,14407,,14049,13747,13714,14084,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,,,14407,13881,14049,13747,13714,14084,16195,
在建工程(万元),,,,,5472,4277,1907,166,357,290,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),5783,5823,5861,5894,5930,5960,6026,6001,2130,2198,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),59,18,21,24,22,27,30,50,46,47,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),338,350,375,381,311,201,212,231,128,103,
其他非流动资产(万元),158,124,53,187,11,214,59,116,,59,
非流动资产合计(万元),35460,34598,34425,33768,32039,30999,28376,26657,22902,23759,
资产总计(万元),120000,115558,115186,116001,115405,60856,55543,51119,45550,45297,
短期借款(万元),,,,,,2500,,5342,,,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,8,48,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),,,,,,,,,,,
应付账款(万元),5873,5622,,6804,,,,,,4039,
预收账款(万元),825,571,619,326,443,492,457,391,650,540,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),969,741,516,1288,943,821,1151,838,599,554,
应交税费(万元),814,928,294,498,687,537,438,763,605,324,
应付利息(万元),,0,,56,34,,,,,,
应付股利(万元),,,,0,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,1455,,2093,,1188,926,846,2285,2690,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
