报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),5354,4003,5729,37130,4503,7947,14072,10718,8425,11483,10842,21615,30238,59017,12995,9656,11842,20902,11879,13964,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,6,14,65,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,,,10,,,107,
应收账款(万元),7175,9926,10626,11449,9296,12395,11968,13350,7309,11177,9094,13825,10135,10697,11759,15145,16442,19592,18733,14390,
预付款项(万元),2036,2052,2194,2793,2950,2567,2336,2549,3004,2149,2362,3356,1997,4093,3074,2789,3434,4155,5128,8646,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,0,,,,0,0,,0,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,1972,,2681,3078,2402,2228,3123,2769,4177,4768,3003,3026,2921,3996,3831,2975,3031,2614,1905,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
存货(万元),52798,46468,50144,53089,60165,52141,55566,59590,65946,58051,62205,67548,74085,68281,67819,70029,70797,73265,68941,55967,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,0,0,,,,,,,,,
其他流动资产(万元),32801,36899,31065,2214,33336,35973,36198,31501,29508,28747,30406,16433,902,623,186,359,15,,,,
流动资产合计(万元),102786,101320,102541,109356,113329,113426,122369,120831,116961,115785,119677,125779,120384,145630,99830,101808,105516,120951,107308,95045,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),3015,1467,1459,1495,1484,,13,264,662,877,1081,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,24748,,24870,,26303,,26434,,26744,,26831,,26586,,26573,26439,27101,,21328,
累计折旧(万元),,13955,,13553,,14325,,13804,,13452,,12966,,12294,,11599,10600,9946,,7127,
固定资产净值(万元),,10793,,11317,,11979,,12629,,13292,,13865,,14292,,14974,15839,17155,,14201,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,10793,,11317,11591,11979,12281,12629,12951,13292,13616,13865,14105,14292,14626,14974,15839,17155,16745,14201,
在建工程(万元),,,,,,,,,,,,,,,2,,,,,,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,
无形资产(万元),5050,5192,5335,5508,5657,772,764,699,676,687,696,727,750,767,779,799,835,783,659,679,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),674,623,634,486,337,271,270,282,252,313,303,861,805,720,499,519,681,530,337,310,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),3227,3115,3233,3608,6903,6007,6045,6489,6534,5742,5564,5511,5739,4348,4733,4599,2766,2572,2375,1799,
其他非流动资产(万元),,,,1,,3018,3018,2581,2515,2515,2515,2128,2012,2012,2012,27,,,,,
非流动资产合计(万元),22518,21191,21676,22416,25972,22047,22391,22944,23589,23426,23775,23092,23411,22139,22651,20918,20120,21039,20116,16990,
资产总计(万元),125304,122511,124217,131772,139301,135473,144760,143775,140550,139211,143452,148871,143794,167770,122481,122726,125636,141990,127424,112035,
短期借款(万元),,,,,,,,,,233,110,215,779,25105,29197,18262,20950,47469,40205,43750,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,153,441,725,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,62,89,80,406,807,853,1625,1635,
应付账款(万元),16546,11317,,18846,,13481,16419,19580,17838,13432,13142,20084,19228,16910,14530,27107,35665,29239,30580,27736,
预收账款(万元),602,330,267,246,802,282,373,290,919,474,286,702,488,1585,407,309,436,475,462,556,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),2616,2857,2854,3700,2933,2939,2870,3119,2912,3000,3084,3358,3383,3271,3130,3974,5370,5910,6045,3650,
应交税费(万元),875,676,647,1239,482,1490,1757,2505,1005,1567,1050,2015,1040,1312,2092,2360,2867,3914,4076,3412,
应付利息(万元),,,,,,,,,,0,0,0,0,36,33,31,35,95,38,51,
应付股利(万元),,66,66,66,66,66,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,4443,,5569,,4671,4927,3498,2639,3003,3035,3572,2274,3151,3216,3777,4025,3868,3385,2512,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,,
流动负债合计(万元),23276,19689,20189,29667,29755,22929,26346,28993,25313,21710,20707,29946,27254,51459,52685,56227,70155,91976,86858,84027,
长期借款(万元),,,,,,,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,,,
长期递延收益(万元),91,95,103,110,,,400,400,400,400,400,400,400,400,600,600,200,200,,,
递延所得税负债(万元),,,,,,,,,,,,,,,,,,2,3,16,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,,,,
非流动负债合计(万元),91,95,103,110,0,0,400,400,400,400,400,400,400,400,600,600,200,202,3,16,
负债合计(万元),23367,19784,20292,29778,29755,22929,26746,29393,25713,22110,21107,30346,27654,51859,53285,56827,70355,92178,86862,84044,
实收资本(或股本)(万元),21736,21990,21991,21991,21991,21991,21736,21736,21736,21736,21736,21736,21736,21736,16300,16300,16300,16300,16300,16300,
资本公积(万元),46205,47753,47759,47759,48002,47898,46240,46205,46205,46205,46205,46205,46205,46205,6720,6720,6720,6720,6720,7204,
减:库存股(万元),,1801,1808,1808,1742,1742,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,,,
盈余公积(万元),6255,6255,6255,6255,6247,6247,6247,6247,5622,5622,5609,5622,5052,5052,5052,5052,4351,3195,1622,277,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,
未分配利润(万元),27252,28041,29163,27158,34071,37137,42676,39054,39956,42234,47369,43514,41594,41402,39396,36034,26453,22062,14352,2711,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,-14,
归属于母公司股东权益合计(万元),101430,102221,103345,101338,108553,111516,116885,113227,113503,115781,120905,117062,114572,114381,67452,64090,53806,48261,38984,26479,
少数股东权益(万元),506,505,580,656,994,1028,1129,1155,1334,1321,1441,1463,1568,1530,1743,1809,1474,1551,1578,1513,
所有者权益(或股东权益)合计(万元),101936,102727,103925,101994,109546,112544,118014,114382,114837,117102,122345,118525,116140,115911,69196,65899,55280,49812,40562,27992,
