报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),15242,12201,14224,12121,20776,21069,29246,29881,31071,10942,8036,9515,7420,6418,3377,3737,4404,2178,
结算备付金(万元),,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,
应收票据(万元),1470,4044,2773,676,1107,473,874,179,289,828,528,727,750,37,,114,73,,
应收账款(万元),40802,42899,33109,17309,14982,12512,11142,10714,10238,9427,8630,8938,14702,12088,12586,13619,12018,4142,
预付款项(万元),1405,1739,1193,425,325,466,426,149,102,90,159,90,46,41,57,27,29,70,
应收保费(万元),,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,
其他应收款(万元),,622,,260,520,527,644,358,462,573,520,356,384,80,102,81,27,64,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,
存货(万元),22020,21313,19189,13678,11070,10187,11775,8396,11144,9502,10272,10708,10918,9034,8288,8821,6906,4820,
待摊费用(万元),,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,
其他流动资产(万元),2084,2381,2927,2584,1914,1969,1998,1846,1649,518,431,697,536,751,1230,679,88,38,
流动资产合计(万元),83414,85197,74097,47053,50695,47204,56105,51523,54955,31879,28576,31031,34756,28449,25641,27078,23546,11312,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,13350,13350,13350,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,
长期应收款(万元),312,304,298,89,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,5250,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,55171,,44250,,24928,,21763,,18532,16833,15606,9448,5476,5340,,,,
累计折旧(万元),,11291,,7636,,6352,,5345,,4398,3931,3579,2200,1538,1274,,,,
固定资产净值(万元),,43880,,36614,,18576,,16418,,14134,12902,12027,7247,3937,4066,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,
固定资产(万元),,43880,,36614,19463,18576,17562,16418,14187,14134,12902,12027,7247,3937,4066,3731,2580,2021,
在建工程(万元),,7984,,6228,16049,12754,11918,9584,9351,8494,7773,7391,5264,20,,,,,
工程物资(万元),,897,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,
无形资产(万元),3877,4108,4059,2328,2066,2054,2069,2088,2107,2114,2132,2149,2218,1029,1042,1039,,,
开发支出(万元),,,,,,,,,,,,,,,,,,,
商誉(万元),12242,12242,12266,,,,,,,,,,,,,,,,
长期待摊费用(万元),3645,3893,4193,3909,898,1035,1135,1239,1353,1481,1620,1749,246,195,246,202,125,174,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),1417,947,951,802,496,500,249,279,179,183,177,188,128,99,102,109,158,55,
其他非流动资产(万元),253,1218,232,207,3288,194,1021,840,200,295,167,159,388,6,79,,4,7,
非流动资产合计(万元),91487,86657,84324,63526,55609,48462,39204,30447,27377,26701,24771,23663,15491,5286,5536,5081,2868,2257,
资产总计(万元),174901,171854,158421,110579,106304,95666,95309,81970,82332,58581,53347,54695,50248,33734,31176,32158,26414,13569,
短期借款(万元),25662,23305,17921,17570,22669,18621,15365,10832,9937,9379,4800,6482,10111,2769,5273,5998,3778,362,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,
