报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,
应付票据(万元),1945,2412,,,,,2512,695,1000,463,503,1398,,53,,1029,,,
应付账款(万元),44325,43923,,22529,,8267,9621,7810,10134,12384,12282,11869,10516,6165,4968,4470,4064,2277,
预收账款(万元),45,90,161,102,97,87,81,79,100,92,57,52,3,3,6,3,,,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),2019,1869,2009,1543,928,703,683,579,632,537,512,581,463,304,314,302,359,253,
应交税费(万元),1521,1303,1829,151,65,40,53,166,204,180,301,378,391,395,670,360,1336,1861,
应付利息(万元),55,72,31,11,,71,47,18,14,13,5,38,36,1,15,39,25,,
应付股利(万元),751,762,662,662,,1295,,,,,,,,,,,6000,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,
其他应付款(万元),,2508,,1860,751,16,10,21,8,1,509,505,7,2,6,11,3,3585,
预提费用(万元),,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,,
其他流动负债(万元),,9,,,,,,,,,,,,,,15,,,
流动负债合计(万元),79353,76253,66763,44426,38598,29101,28373,20199,22030,23048,18969,21304,21528,9692,11253,12227,15566,8339,
长期借款(万元),,,,,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,,
长期应付款(万元),,17213,,4023,4865,4865,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,
长期递延收益(万元),610,576,576,,,,,,,,,,,,,,,,
递延所得税负债(万元),366,272,702,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,,
非流动负债合计(万元),13466,18061,19172,4023,4865,4865,0,0,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),92818,94314,85934,48449,43464,33966,28373,20199,22030,23048,18969,21304,21528,9692,11253,12227,15566,8339,
实收资本(或股本)(万元),20446,20446,20685,20685,20717,12948,12948,12520,12520,9390,9390,9390,9390,9390,9390,9390,766,500,
资本公积(万元),19006,18836,20153,19965,20571,27986,27606,22832,22832,1462,1462,1462,1462,1462,1462,1462,5026,,
减:库存股(万元),2938,2938,4639,4639,4865,4865,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,
盈余公积(万元),2855,2855,2855,2855,2855,2855,2855,2855,2835,2835,2835,2835,2081,1526,920,920,473,473,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,
未分配利润(万元),32863,30846,27752,23324,23595,23045,24268,23930,22157,21831,20831,19749,14882,10674,8153,8161,4582,4257,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,-0,-1,1,,
归属于母公司股东权益合计(万元),73666,70384,66581,62129,62840,61700,66936,61771,60303,35532,34378,33391,27856,23055,19924,19932,10848,5230,
少数股东权益(万元),8416,7156,5906,,,,,,,,,,864,987,,,,,
所有者权益(或股东权益)合计(万元),82083,77540,72487,62129,62840,61700,66936,61771,60303,35532,34378,33391,28720,24042,19924,19932,10848,5230,
负债和所有者权益(或股东权益)总计(万元),174901,171854,158421,110579,106304,95666,95309,81970,82332,58581,53347,54695,50248,33734,31176,32158,26414,13569,		
