报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-09-30,2014-12-31,2013-12-31,
货币资金(万元),34685,31682,39108,22566,12896,24232,19086,29195,8702,10296,8311,8072,9511,
结算备付金(万元),,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,
应收票据(万元),442,903,463,1298,,,808,,566,,80,979,2169,
应收账款(万元),46593,42965,33587,35833,,,22841,,16677,,15124,13078,7488,
预付款项(万元),680,462,980,306,563,453,310,328,455,268,1284,1161,1401,
应收保费(万元),,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,
应收利息(万元),223,120,,,,,22,,,,,,,
应收股利(万元),,,,,,,,,,,,,,
其他应收款(万元),,2512,,2983,,,1868,,1649,,2159,2256,3604,
应收出口退税(万元),,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,
存货(万元),9407,7818,8830,7764,9667,8827,7395,6734,6934,7999,8471,9889,10802,
待摊费用(万元),,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,
其他流动资产(万元),532,407,254,208,380,392,536,413,347,385,289,55,46,
流动资产合计(万元),95776,86869,86390,70959,56940,65292,52865,58843,35330,37016,35717,35492,35020,
发放贷款及垫款(万元),,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,
长期股权投资(万元),443,446,440,381,256,279,260,267,216,225,247,153,164,
其他长期投资(万元),,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,
固定资产原值(万元),,33767,,33349,33057,32130,,7890,,1479,,,,
累计折旧(万元),,4660,,3757,2874,2019,,1000,,742,,,,
固定资产净值(万元),,29107,,29593,30183,30111,,6890,,737,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,
固定资产(万元),,29107,,29593,30183,30111,15916,6890,692,737,734,831,625,
在建工程(万元),,229,,,180,51,11828,16861,19206,10100,7589,3519,274,
工程物资(万元),,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,
无形资产(万元),3895,3926,3972,4017,4093,4134,4131,4184,3907,3855,3881,3925,3927,
开发支出(万元),612,468,,,,,,,,,,,,
商誉(万元),54,54,54,54,54,54,54,54,,,,,,
长期待摊费用(万元),174,139,124,139,113,140,178,51,61,54,47,45,23,
股权分置流通权(万元),,,,,,,,,,,,,,
递延所得税资产(万元),1140,1263,811,802,629,572,429,349,279,321,655,211,142,
其他非流动资产(万元),142,94,81,86,52,38,227,31,216,7553,5790,2390,,
非流动资产合计(万元),35590,35726,35002,35171,35560,35378,33022,28687,24577,22844,18943,11075,5155,
资产总计(万元),131366,122595,121391,106131,92500,100670,85887,87530,59907,59861,54660,46567,40174,
短期借款(万元),,,,,,,,,502,,1476,649,587,
向中央银行借款(万元),,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,
应付票据(万元),1689,673,,775,,,,,70,,232,,130,
应付账款(万元),8217,5531,,4126,,,2574,,1890,,1879,1735,2684,
预收账款(万元),5661,4474,5279,3649,3879,5073,5869,5685,7189,8559,8937,12791,10482,
卖出回购金融资产款(万元),,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,
应付职工薪酬(万元),84,94,163,1054,46,1173,66,1481,6,1814,1173,252,1536,
应交税费(万元),1798,1548,2120,2641,1323,3156,943,2454,1449,1639,1652,2530,3530,
应付利息(万元),,,3,3,,,10,,16,,3,2,1,
应付股利(万元),,,,,,,0,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,
其他应付款(万元),,2515,,3412,,,2268,,924,,1497,2266,3556,
预提费用(万元),,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,1856,1856,2199,5503,2751,2751,1926,551,,,,
其他流动负债(万元),1978,1823,1324,2316,1360,1103,1298,641,,,,,,
流动负债合计(万元),22380,16659,17191,19833,14796,23724,15780,16968,13971,17362,16848,20224,22505,
长期借款(万元),,,,,,2199,4950,7702,9077,10453,9144,3390,,
应付债券(万元),,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,1,,1,,,,
专项应付款(万元),,,,,,,,,1,,1,1,5,
预计非流动负债(万元),229,240,244,272,218,253,231,243,278,276,275,269,231,
长期递延收益(万元),1434,1471,1495,1534,1579,1563,604,491,333,333,333,,,
递延所得税负债(万元),21,23,24,26,29,33,36,41,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,
非流动负债合计(万元),1684,1734,1764,1832,1826,4048,5821,8477,9689,11063,9752,3660,236,
负债合计(万元),24064,18392,18954,21665,16621,27772,21602,25445,23660,28425,26600,23884,22742,
实收资本(或股本)(万元),42596,42596,42596,38336,38336,38336,38336,38336,5000,5000,5000,5000,5000,
资本公积(万元),30015,30029,30029,13868,13868,13913,13903,14354,,,,,,
减:库存股(万元),,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,
盈余公积(万元),3357,3357,3357,3357,2390,2390,2064,1951,2500,61,57,57,,
一般风险准备(万元),,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),31305,27658,25919,28365,20747,17781,9550,7329,28962,26484,22835,17476,10552,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),107273,103639,101900,83926,75341,72421,63853,61970,36462,31545,27892,22533,15552,
少数股东权益(万元),29,564,537,539,538,477,432,116,-215,-109,167,150,1881,
所有者权益(或股东权益)合计(万元),107302,104203,102437,84465,75879,72898,64285,62085,36247,31436,28060,22683,17432,
负债和所有者权益(或股东权益)总计(万元),131366,122595,121391,106131,92500,100670,85887,87530,59907,59861,54660,46567,40174,		
