报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),3850,11947,3755,4503,5537,15297,1548,2372,7154,24847,5579,12613,8431,1997,2422,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),18217,8092,17818,2017,6514,4505,1512,1512,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),781,663,2228,1432,1148,500,125,278,57,122,424,18,354,,215,
应收账款(万元),10226,11227,9191,10957,12346,10753,4283,3768,2352,2672,2311,1894,2208,1586,1164,
预付款项(万元),570,458,439,346,694,634,385,349,181,176,353,309,37,31,58,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,616,,279,587,653,2575,299,156,158,82,59,79,36,27,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),10452,9691,10097,10285,9579,8000,4023,3728,2955,2397,2316,2167,1814,1457,1536,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),413,464,457,15832,11529,5762,28698,30133,26546,9211,6690,,,,,
流动资产合计(万元),45139,43157,44543,45651,47935,46103,43148,42438,39401,39583,17755,17060,12922,5107,5422,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,1000,1000,1000,1000,1000,1000,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,2195,,2180,,2151,,2133,,2043,2016,2016,1988,,,
累计折旧(万元),,1618,,1571,,1439,,1293,,1128,1032,933,527,,,
固定资产净值(万元),,576,,609,,712,,840,,915,984,1083,1461,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,576,,609,671,712,773,840,851,915,984,1083,1461,1075,809,
在建工程(万元),,,,,,,,,,,,,,,,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),37,39,38,39,22,23,24,26,17,18,15,16,18,12,13,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),11131,11131,11131,11092,11092,11092,337,337,,,,,,,,
长期待摊费用(万元),35,41,38,45,51,61,74,87,63,76,89,103,154,173,175,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),448,397,340,196,161,147,63,46,58,53,45,39,38,39,4,
其他非流动资产(万元),3200,3200,3200,3200,,,,,,,,,,,,
非流动资产合计(万元),16432,16384,16339,16180,12997,13036,2271,2336,1988,1063,1133,1241,1671,1298,1002,
资产总计(万元),61571,59541,60882,61831,60932,59139,45419,44773,41389,40646,18888,18301,14593,6406,6424,
短期借款(万元),3425,3115,2590,3422,2930,1500,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,
应付账款(万元),2586,1851,,1515,,1795,1036,1236,729,818,833,756,1608,731,259,
预收账款(万元),425,260,524,322,315,238,89,20,57,22,43,9,43,127,20,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),343,354,352,722,476,363,191,313,302,218,148,329,341,401,377,
应交税费(万元),836,907,733,768,922,803,239,387,160,190,231,378,261,235,257,
应付利息(万元),4,,107,87,,120,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,236,,2738,3057,5350,109,81,1,13,2,43,66,51,50,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,
流动负债合计(万元),7944,6723,7906,9575,9853,10169,1663,2038,1250,1262,1256,1515,2319,1545,963,
长期借款(万元),,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,
长期应付款(万元),,5783,,5627,5550,5473,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,
长期递延收益(万元),,1,4,7,10,13,17,23,54,81,111,141,263,431,360,
递延所得税负债(万元),10,6,18,6,25,5,108,75,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,
非流动负债合计(万元),5873,5790,5725,5640,5584,5492,125,97,54,81,111,141,263,431,360,
负债合计(万元),13817,12513,13632,15214,15438,15661,1788,2135,1303,1343,1367,1657,2581,1975,1323,
实收资本(或股本)(万元),9900,9900,9000,9000,9000,9000,6000,6000,6000,6000,4500,4500,4500,3324,2216,
资本公积(万元),18873,18873,19773,19773,19773,19773,22773,22773,22773,22773,3572,3452,3452,350,,
减:库存股(万元),,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,
盈余公积(万元),1883,1796,1714,1656,1545,1483,1365,1278,1149,1069,959,881,418,684,409,
一般风险准备(万元),,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,
未分配利润(万元),15984,15463,15879,15224,14064,12446,12199,11457,10163,9460,8488,7809,3641,73,2477,
拟分配现金股利(万元),,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),46842,46137,46390,45761,44675,42782,42939,41925,40086,39303,17521,16644,12012,4430,5101,
少数股东权益(万元),911,890,860,856,819,696,691,713,,,,,,,,
所有者权益(或股东权益)合计(万元),47753,47027,47250,46616,45494,43478,43630,42638,40086,39303,17521,16644,12012,4430,5101,
负债和所有者权益(或股东权益)总计(万元),61571,59541,60882,61831,60932,59139,45419,44773,41389,40646,18888,18301,14593,6406,6424,		
