报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),87057,111200,89445,133427,102728,107898,62151,121913,19671,43479,20341,27256,19894,1827,1334,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),,,20822,20564,14130,10753,12633,17785,7667,9706,8580,12115,4812,1254,91,
应收账款(万元),128695,124197,114403,97780,91682,82344,70741,76355,66960,52551,47229,48008,32479,16327,9490,
预付款项(万元),4878,10348,10211,14891,10416,14951,16184,3838,6172,2158,3483,2223,340,478,272,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,1,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,1246,,1080,3415,1872,11079,1605,843,814,769,473,640,379,612,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),236780,232222,193958,190679,166861,145944,135304,118938,109790,89352,74201,63718,38004,17235,9968,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,36,,2,
其他流动资产(万元),27284,17029,37782,13355,47400,27897,80099,10864,27654,12141,11042,1137,3054,2685,5687,
流动资产合计(万元),524086,513784,467839,471776,436632,391659,388193,351298,238756,210200,165644,154931,99259,40187,27457,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),1117,1064,1124,798,,,,,,,,,,,,
长期股权投资(万元),14851,350,100,100,100,9116,9559,9626,4948,4902,4835,4898,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,127958,,78480,,61806,,57709,,,22671,20815,10861,5787,,
累计折旧(万元),,14935,,10447,,8404,,5827,,,3086,2561,1427,664,,
固定资产净值(万元),,113024,,68034,,53402,,51882,,,19585,18254,9434,5123,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,113024,,68034,55093,53402,53767,51882,23143,19632,19585,18254,9434,5123,4607,
在建工程(万元),,68331,,78413,61994,14182,8811,10105,12409,16137,9215,8751,1431,3752,1547,
工程物资(万元),,5209,,1181,,1298,85,113,79,101,99,84,42,42,207,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),22445,22567,22442,22000,17632,15158,5479,5420,5353,5372,5315,5357,1027,1066,814,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),8690,8690,8690,8690,8323,309,309,180,180,180,180,180,180,180,78,
长期待摊费用(万元),1210,1341,937,1048,905,965,1042,1096,946,814,727,629,393,474,319,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),7206,6716,5852,5192,2555,1860,1500,1733,1388,1519,1217,1043,500,269,207,
其他非流动资产(万元),13239,29489,10834,8815,19594,17962,13737,2437,2408,1856,809,560,318,485,174,
非流动资产合计(万元),281126,256780,219351,194270,166195,114252,94288,82589,50853,50513,41982,39756,13326,11391,7952,
资产总计(万元),805211,770564,687190,666046,602827,505911,482481,433888,289609,260713,207626,194687,112585,51577,35409,
短期借款(万元),123790,105158,62357,41750,42055,30863,10005,995,2459,3440,3375,2147,1615,1995,1000,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),37233,23836,,36497,,21669,25254,14765,10701,13698,7001,2966,1350,280,1741,
应付账款(万元),111622,126059,,90986,,63642,65570,71325,65940,54527,49941,57937,31940,14340,10325,
预收账款(万元),86289,85624,67147,70267,63043,38640,40678,36262,30833,24887,28091,20631,7819,6356,3995,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),7153,5726,4893,6513,5982,4494,3399,5643,4212,2941,2312,3766,2127,907,475,
应交税费(万元),4763,4090,7517,2661,2993,3372,4840,3805,3900,2997,2828,3367,2310,837,948,
应付利息(万元),724,385,1126,1179,830,523,964,703,402,21,12,4,5,5,,
应付股利(万元),,,571,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,25918,,24120,,8636,7128,8363,602,40,48,22,667,3441,890,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),28860,31030,23623,16236,311,400,267,267,,4917,900,,,,,
其他流动负债(万元),2996,2564,1699,1364,1083,931,857,657,400,753,506,544,250,159,380,
流动负债合计(万元),425640,410390,306413,291574,226449,173169,158962,142785,119447,108220,95015,91385,48084,28321,19754,
长期借款(万元),16891,21233,22359,28007,38015,25045,25045,15045,16945,12295,4145,2805,,,,
应付债券(万元),6535,6427,19441,22651,29194,29072,28949,19311,19233,19283,,,,,,
长期应付款(万元),,7399,,7716,9788,267,400,178,444,178,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,
长期递延收益(万元),2059,2720,2866,2429,2473,635,643,1252,1418,1418,750,750,150,,8,
递延所得税负债(万元),1494,1512,1531,1549,1958,,,,,,,,,,6,
其他非流动负债(万元),,,,,,,,,,,,,,,,
