报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),13837,13624,19457,21095,29818,33969,34111,25904,27051,29549,33300,10634,6962,9891,7429,1991,5522,5203,
结算备付金(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
拆出资金(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
交易性金融资产(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
衍生金融资产(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
应收票据(万元),581,553,1790,1698,828,1957,3931,3523,1435,998,1798,1119,297,189,665,593,,22,
应收账款(万元),12856,13729,11437,14054,13887,14398,15983,25369,15929,15845,14317,15423,12330,10802,10580,4076,8065,8999,
预付款项(万元),109,12,53,12,228,68,13,13,392,154,19,306,246,527,242,9,27,5,
应收保费(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
应收分保账款(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
应收分保合同准备金(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
应收利息(万元),,,0,0,,,0,0,0,0,0,,,,,,,,
应收股利(万元),,,0,0,,,0,0,0,0,0,,,,,,,,
其他应收款(万元),,1355,,477,572,901,1358,1852,2258,853,843,372,840,642,486,517,632,1054,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,0,0,0,,0,0,0,0,0,,,,,,,,
存货(万元),1633,1339,1557,1465,1925,1917,1181,750,1984,882,1219,1547,1843,827,2532,2554,1928,,
待摊费用(万元),,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
其他流动资产(万元),2362,1719,1376,1208,190,249,145,203,130,190,175,179,264,128,125,6516,140,89,
流动资产合计(万元),32711,32330,36218,40009,47448,53459,56722,57614,49180,48471,51671,29580,22782,23006,22059,16256,16314,15373,
发放贷款及垫款(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
可供出售金融资产(万元),,0,0,5023,4595,1942,1931,1939,1943,1947,200,192,192,,,,,,
持有至到期投资(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
长期应收款(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
长期股权投资(万元),7697,7650,3443,3659,3698,758,756,748,701,683,622,522,493,471,411,249,,112,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
固定资产原值(万元),,2134,,2144,,2128,,2123,,2086,,1737,1732,1361,1336,1226,1155,,
累计折旧(万元),,1562,,1448,,1357,,1229,,1106,,1012,952,898,845,785,719,,
固定资产净值(万元),,572,,695,,771,,895,,980,,726,780,464,491,442,436,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,
固定资产(万元),,572,,695,758,771,827,895,913,980,1026,726,780,464,491,442,436,561,
在建工程(万元),,0,,,0,,0,0,0,0,0,,,,,,,,
工程物资(万元),,0,,,,,0,0,0,0,0,,,,,,,,
固定资产清理(万元),,,,,,,0,0,0,0,0,,,,,,,,
生产性生物资产(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,
油气资产(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
无形资产(万元),102,114,126,140,156,173,191,211,232,255,280,307,335,365,432,519,614,404,
开发支出(万元),399,0,0,0,0,,0,0,0,0,0,,,,,,,,
商誉(万元),80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,66,66,,
长期待摊费用(万元),75,84,83,81,110,40,89,87,113,138,164,190,216,241,295,319,119,108,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),331,388,262,262,289,289,289,289,166,166,154,154,243,243,394,319,283,242,
其他非流动资产(万元),100,200,100,100,0,,0,0,0,0,0,,,,,,,,
非流动资产合计(万元),16462,15510,9840,10041,9684,4052,4162,4248,4148,4250,2527,2171,2339,1864,2103,1915,1519,1428,
资产总计(万元),49173,47840,46059,50051,57132,57510,60883,61862,53328,52720,54197,31751,25120,24870,24163,18171,17833,16801,
短期借款(万元),,,0,0,5000,5000,3000,0,0,1000,1000,1000,1000,,1000,,600,1419,
向中央银行借款(万元),,,0,0,0,,0,0,0,0,0,,,,,,,,
吸收存款及同业存放(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
拆入资金(万元),,,0,0,0,,0,0,0,0,0,,,,,,,,
交易性金融负债(万元),,,0,0,0,,0,0,0,0,0,,,,,,,,
衍生金融负债(万元),,,0,0,0,,0,0,0,0,0,,,,,,,,
应付票据(万元),,,,,,,0,0,0,0,0,,,,,,,,
应付账款(万元),4265,4647,,4168,,5404,6258,8750,6144,5219,5349,7547,4685,4869,4111,3932,4611,3177,
预收账款(万元),1257,1252,2105,1204,728,302,1,184,1,225,376,169,1485,1097,953,1293,335,534,
卖出回购金融资产款(万元),,0,0,0,0,,0,,0,0,0,,,,,,,,
应付手续费及佣金(万元),,,0,0,0,,0,,0,0,0,,,,,,,,
应付职工薪酬(万元),498,328,244,748,411,345,233,765,442,386,315,1080,532,413,1120,734,699,626,
应交税费(万元),1496,1319,1116,1777,1413,1362,1856,2718,1620,1589,1987,2549,1329,2299,2202,1491,1283,1310,
应付利息(万元),,0,0,0,,7,5,0,0,1,2,,1,,2,,1,3,
应付股利(万元),181,181,181,181,,,0,0,0,0,0,135,135,135,269,1236,1000,1000,
其他应交款(万元),,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,
其他应付款(万元),,39,,62,526,51,20,169,8,127,10,91,9,228,182,101,25,993,
预提费用(万元),,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,0,,,,0,0,,,,,,,,,,,
应付分保账款(万元),,,0,0,0,,0,0,0,0,0,,,,,,,,
保险合同准备金(万元),,,0,0,0,,0,0,0,0,0,,,,,,,,
代理买卖证券款(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
代理承销证券款(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,0,0,0,,0,0,0,0,0,,,,,,,,
其他流动负债(万元),,,0,0,0,,0,0,0,0,0,,,,,,,,
流动负债合计(万元),7940,7765,6391,8138,12428,12472,11373,12586,8215,8547,9039,12570,9176,9041,9839,8785,8554,9063,
长期借款(万元),,,0,0,0,,0,0,0,0,0,,,,,,,,
应付债券(万元),,0,0,0,0,,0,0,0,0,0,,,,,,,,
长期应付款(万元),,,,,0,,0,0,0,0,0,,,,,,,,
专项应付款(万元),,,,,,,0,0,0,0,0,,,,,,,,
预计非流动负债(万元),,,,0,0,,,,0,0,0,,,,,,,,
长期递延收益(万元),,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
递延所得税负债(万元),,,0,0,0,,0,0,0,0,0,,,,,,,,
其他非流动负债(万元),,,0,0,0,,0,0,0,0,0,,,,,,,,
非流动负债合计(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),7940,7765,6391,8138,12428,12472,11373,12586,8215,8547,9039,12570,9176,9041,9839,8786,8555,9063,
实收资本(或股本)(万元),16200,16200,16200,16200,16200,16200,10800,10800,10800,10800,7200,5400,5400,5400,5400,5400,4500,4500,
资本公积(万元),20743,20021,20021,20021,20021,20021,25421,25421,25421,25421,25421,2130,2130,2130,2130,2142,,2,
减:库存股(万元),4888,4888,4888,4000,,,,,0,0,0,,,,,,,,
专项储备(万元),,0,0,0,,,,0,0,0,0,,,,,,,,
盈余公积(万元),2576,2576,2576,2576,2266,2266,2266,2266,1732,1930,1732,1732,877,877,877,430,280,167,
一般风险准备(万元),,0,0,0,,,,0,0,0,0,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,
未分配利润(万元),5200,4925,4573,5791,4747,4255,9721,9395,5971,4957,10387,9634,7385,7229,5697,789,4244,3046,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,
