报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),13150,17694,26652,30929,31445,37795,43335,51288,8736,10284,12567,12049,8604,498,1445,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),500,500,3500,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),31190,26136,32066,37937,23376,19311,16660,18702,12564,11275,20211,12635,17000,11366,3731,
应收账款(万元),66088,62605,54014,40200,50967,48508,45289,37138,38178,35581,23778,25033,18705,14130,12105,
预付款项(万元),1074,1035,1727,746,1770,1355,625,516,881,642,571,440,488,383,301,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),244,93,176,119,,830,525,205,111,57,471,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,916,,651,1762,700,640,482,645,543,380,304,245,20454,15817,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),31139,29330,26361,26049,23814,21944,18982,18347,18705,17524,15814,11432,11248,8182,6039,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),16317,15306,4113,4915,4714,8727,4762,496,609,626,445,127,267,59,28,
流动资产合计(万元),160666,153616,149493,141545,137849,139169,130818,127174,80428,76531,74238,62019,56556,55072,39467,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,3500,3500,3500,3500,3500,3500,3500,3500,3500,500,500,500,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),169,172,322,145,142,122,487,113,160,180,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),56,57,58,59,60,60,61,62,63,64,66,176,60,,,
固定资产原值(万元),,35564,,29537,,23225,,21934,,19502,17885,,14003,11662,,
累计折旧(万元),,16383,,14600,,13158,,11876,,10718,9740,,8420,7255,,
固定资产净值(万元),,19181,,14937,,10067,,10058,,8784,8145,,5583,4406,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,19181,,14937,13236,10067,10018,10058,8467,8784,8145,4622,5583,4406,3238,
在建工程(万元),,2468,,2826,2498,4496,3991,3536,4458,4062,1442,2053,1915,9,,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),953,960,966,974,981,989,989,996,1003,1009,1023,1043,941,965,388,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),9,9,,,,,,,,,,,,,,
长期待摊费用(万元),589,274,119,83,119,161,203,238,284,330,375,68,213,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),1818,1693,1297,1468,938,812,743,657,694,627,513,376,384,296,247,
其他非流动资产(万元),2267,2543,3873,2387,2154,2143,1282,1387,1724,1342,1724,1521,1422,811,413,
非流动资产合计(万元),27618,27357,26283,26379,23627,22350,21273,20547,20353,19897,16788,13360,11019,6987,4786,
资产总计(万元),188283,180973,175776,167924,161476,161520,152091,147720,100780,96428,91025,75379,67574,62059,44253,
短期借款(万元),,,,,,,,62,125,428,366,,1691,2725,1000,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,
应付账款(万元),6790,5599,,3190,,3875,2616,2505,2749,2566,2474,1096,2403,2291,828,
预收账款(万元),587,445,390,671,428,413,394,319,344,452,594,393,355,184,56,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),2909,1769,1777,2806,514,510,458,1251,586,556,1268,355,836,733,515,
