报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),7350,19887,28501,22426,10201,9290,8295,20719,7754,6221,6545,16289,14733,16396,9090,11214,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),1700,4100,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),110,120,25,194,,89,90,331,30,241,264,264,21,,203,383,
应收账款(万元),43470,40933,32904,31476,34745,31863,27240,27393,25803,25355,21108,21031,19172,16168,11627,10295,
预付款项(万元),7680,5257,2972,1814,4591,3019,2867,1456,3621,2301,1346,645,692,1018,913,418,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,129,371,439,395,312,293,215,136,58,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,4877,,3242,6005,4604,4826,3180,5630,3312,3558,1880,1661,1352,3366,1960,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),30341,22387,22592,16868,19703,16396,14103,11299,14036,9056,8480,7613,7936,6499,5452,3766,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),2585,2181,3099,6036,4198,5589,8045,5190,10462,10655,1004,324,199,266,366,168,
流动资产合计(万元),99433,99741,94838,82056,79443,70850,65595,69939,67776,57536,42617,48341,44629,41836,31075,28203,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,22,22,22,22,22,22,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),12955,12951,9439,7908,7631,7655,7644,7705,7598,7586,5216,5265,3783,3782,3571,1087,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,
固定资产原值(万元),,5622,,4959,,2531,,2274,,2215,,2124,1866,,,,
累计折旧(万元),,2251,,1962,,1739,,1623,,1533,,1373,1148,,,,
固定资产净值(万元),,3371,,2997,,792,,651,,682,,751,719,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,
固定资产(万元),,3371,,2997,4144,792,730,651,682,682,698,751,719,699,399,387,
在建工程(万元),,754,,783,661,661,661,661,600,600,,,,,,,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,
