报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),16232,33486,26628,63114,27217,44683,34093,43278,26383,34601,89125,8268,10173,4487,9138,4545,3208,2518,299,306,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,
应收票据(万元),101,904,516,829,651,278,256,554,64,54,54,,,,,,,30,,,
应收账款(万元),72823,69631,103584,135666,94708,74301,98516,117124,101958,63906,50297,56699,46152,44377,63072,22489,7255,12004,8259,1385,
预付款项(万元),2447,1459,1272,1599,3332,1963,1548,1150,2028,1807,215,584,1180,573,1066,388,2137,348,195,39,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,712,,268,2232,1907,2542,6613,3349,3329,1956,1748,2033,1746,1645,489,335,938,5284,2491,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
存货(万元),35258,30974,31353,31497,31253,21815,20192,16923,18115,14218,10796,8612,7909,6101,5850,3355,2744,1842,1146,1006,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),7869,8575,9504,10265,6797,7772,2496,3356,5827,14560,,192,20,1,176,,,,,,
流动资产合计(万元),135747,145740,173443,243239,166190,152718,159643,188998,157723,132475,152443,76104,67467,57284,80947,31265,15680,17680,15183,5226,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,461,300,300,300,300,300,300,300,300,300,300,300,300,,300,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,300,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,253585,,239643,,181946,,138910,,99223,,70781,57166,56163,51664,25902,15681,13733,13086,5035,
累计折旧(万元),,60655,,49647,,40938,,20232,,14719,,11335,9967,8735,6322,3003,2244,1532,1639,1075,
固定资产净值(万元),,192930,,189996,,141008,,118679,,84504,,59446,47199,47428,45342,22899,13437,12200,11446,3959,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,192930,,189996,142573,141008,128482,118679,94686,84504,59011,59446,47199,47428,45342,22899,13437,12200,11446,3959,
在建工程(万元),,40020,,39855,59086,54385,24228,25116,35438,26125,9655,4075,8776,2674,900,47,401,7,,2461,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,
无形资产(万元),17154,17171,15034,15008,13088,12805,11119,7746,7750,7794,7822,7877,5364,5401,5150,3293,3308,1004,1209,1234,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),828,882,1002,890,,,,,,,,,,,,,,,,22,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),4253,4203,4430,4563,1352,1352,2009,2009,1074,1296,1074,970,622,1011,575,279,152,181,213,26,
其他非流动资产(万元),6000,4174,4498,2096,2671,4641,14391,1214,6825,11725,,270,,457,243,43,,146,,,
非流动资产合计(万元),258552,259839,260264,252869,219071,214491,180530,155064,146073,131743,77862,72939,62261,57271,52510,26860,17598,13839,12868,7703,
资产总计(万元),394299,405579,433708,496108,385261,367210,340173,344062,303796,264219,230305,149043,129729,114555,133458,58126,33278,31518,28051,12929,
短期借款(万元),82351,93798,91500,109276,87326,92432,78864,68301,48955,36000,20629,12000,19296,20486,28327,15543,6923,4567,4780,2880,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,
