报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),26502,40104,35971,33752,42659,46520,42812,42676,19626,18658,18012,15155,25955,14148,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,192,913,436,77,1017,798,189,,,32,,151,125,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),404,20,360,,313,31,431,78,105,160,75,433,23,60,
应收账款(万元),27251,20639,40584,38536,30348,36064,27443,23948,35026,28335,28793,21000,15370,17143,
预付款项(万元),10451,7507,7531,7041,7737,8732,6289,4791,5152,5083,4922,6815,9306,8808,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),17,57,,,,,42,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,892,,1249,1957,1636,940,917,959,1039,1465,1037,7581,7248,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),76860,77172,73196,75304,72251,70129,57977,49083,45776,46719,47759,63935,60789,51667,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),13561,14342,8336,11476,6913,7599,9953,9720,1237,443,1203,5348,4793,5854,
流动资产合计(万元),156112,160924,168055,167793,162255,171729,146684,131403,107880,100438,102262,113722,123967,105054,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
