报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),13198,11110,16545,24059,60849,67634,15583,20443,13621,11322,728,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),50940,54000,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),864,6485,2541,2906,615,200,2832,5052,,687,,
应收账款(万元),26235,20571,16860,13180,15789,10667,8604,9363,3433,6280,6449,
预付款项(万元),1653,867,257,257,868,271,509,610,168,561,136,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),,,,0,0,,,,,,,
应收股利(万元),,,,0,0,,,,,,,
其他应收款(万元),,574,,276,378,580,219,264,238,256,2444,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),17497,13976,11297,8717,10551,9456,9706,6534,1819,3480,21,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),125,125,125,250,250,250,250,250,250,,,
其他流动资产(万元),232,366,55578,52229,1126,1569,3530,31,3041,22,0,
流动资产合计(万元),111499,108074,103703,101874,90426,90627,41233,42548,22572,22607,10703,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),,3166,,2805,,2274,2203,2144,853,396,,
累计折旧(万元),,1451,,1255,,955,816,680,272,94,,
固定资产净值(万元),,1715,,1550,,1318,1387,1464,581,303,,
固定资产减值准备(万元),,,,,,,,,,,,
固定资产(万元),,1715,,1550,1426,1318,1387,1464,581,303,189,
在建工程(万元),,3723,,3061,335,133,111,102,49,698,,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),5752,5761,5796,5852,5903,5965,6024,6067,5945,12,,
开发支出(万元),2110,1489,,,,,,,,,,
商誉(万元),,,,,,,,,,,,
长期待摊费用(万元),109,138,75,131,199,245,304,362,464,,132,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),468,408,310,276,293,253,216,231,108,111,88,
其他非流动资产(万元),957,1022,891,604,613,301,310,316,250,,,
非流动资产合计(万元),17486,14256,11678,11473,8769,8216,8353,8543,7397,1124,409,
资产总计(万元),128985,122330,115380,113347,99195,98843,49586,51091,29969,23731,11113,
短期借款(万元),,,,,,4099,4099,6099,,,,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),90,,,,,,,564,440,,,
应付账款(万元),8306,7551,,5735,,3877,2976,4132,5736,7189,5464,
预收账款(万元),5945,4547,2663,1760,1234,718,4100,3291,169,3825,420,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),1304,1095,1417,2731,695,653,1476,1847,1036,577,169,
应交税费(万元),1417,957,1295,2402,589,726,642,2507,1257,2224,721,
应付利息(万元),,,,,0,6,6,9,,,,
应付股利(万元),,3234,,,0,,,,,,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,57,,257,59,41,336,65,41,32,2380,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,0,,8,16,30,28,,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),17250,17441,10572,12885,7567,10119,13644,18530,8709,13875,9154,
长期借款(万元),,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,,,,,,16,45,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),1197,1106,761,668,592,575,541,574,257,89,,
长期递延收益(万元),1700,1700,1700,1000,1000,1000,1000,1000,900,,,
递延所得税负债(万元),424,323,321,321,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),3321,3129,2782,1988,1592,1575,1541,1574,1172,134,0,
负债合计(万元),20571,20570,13354,14873,9159,11694,15185,20104,9881,14009,9154,
实收资本(或股本)(万元),9903,9825,9825,9825,7018,7018,5263,5263,5263,5000,2000,
资本公积(万元),59125,57131,57131,57131,59938,59938,11626,11626,11626,4009,,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),3853,3853,3853,3853,2010,2010,2010,2010,620,71,,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),35533,30952,31218,27665,21070,18184,15502,12088,2579,641,-42,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),108414,101760,102027,98474,90035,87149,34401,30987,20088,9722,1958,
少数股东权益(万元),,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),108414,101760,102027,98474,90035,87149,34401,30987,20088,9722,1958,
负债和所有者权益(或股东权益)总计(万元),128985,122330,115380,113347,99195,98843,49586,51091,29969,23731,11113,		
