报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
可供出售金融资产(万元),,,,,,,,,,,,,0,9050,0,0,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,0,0,0,0,0,
长期股权投资(万元),1971,1826,1797,1814,1577,1633,1627,1730,1654,1251,569,97,0,0,0,0,0,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,
固定资产原值(万元),,32703,,31608,,25536,,24646,,24058,,23320,22355,19522,,,,
累计折旧(万元),,9924,,8925,,7974,,7165,,6480,,5706,5004,4291,,,,
固定资产净值(万元),,22779,,22684,,17562,,17481,,17577,,17614,17351,15231,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,22779,,22684,17792,17562,17440,17481,17468,17577,17456,17614,17351,15231,12914,8674,7354,
在建工程(万元),,5027,,3696,7761,7128,5246,4606,3754,848,812,885,884,3089,3656,2389,948,
工程物资(万元),,,,,,,,,,,,,0,0,0,0,0,
固定资产清理(万元),,,,,,,,,19,,,,0,0,0,0,0,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,
无形资产(万元),3856,3888,3912,3943,3943,3964,3995,4026,4033,4043,4072,4102,4163,4141,4243,4303,3500,
开发支出(万元),,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,0,0,0,0,0,
长期待摊费用(万元),234,175,135,137,13,8,8,8,3,3,3,,6,19,24,0,0,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),518,482,503,492,437,450,308,379,383,344,318,316,325,324,298,249,84,
其他非流动资产(万元),,,,135,,0,,241,,,,0,0,6,691,1387,352,
非流动资产合计(万元),34463,34177,33118,32903,31524,30745,28623,28471,27314,24066,23230,23014,22729,31861,21826,17001,12239,
资产总计(万元),83897,98070,94152,92167,82577,79678,71049,69129,64273,65997,57785,51115,48601,52644,47583,46776,40668,
短期借款(万元),9722,14845,14993,11568,12739,10693,11616,10230,14624,12447,9250,8790,7815,5363,1500,0,3220,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,
交易性金融负债(万元),399,298,245,296,231,120,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,
应付票据(万元),7458,7440,,8262,,6719,6110,5844,4983,7577,5522,2660,2671,2447,1372,646,1384,
应付账款(万元),8066,9177,,9627,,6577,5276,8170,8913,8446,9207,12424,6621,4994,5854,4820,4503,
预收账款(万元),18487,28007,25015,22212,16203,18825,13995,9564,3711,6248,3925,7672,13332,19890,20259,27979,25557,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),420,422,458,667,415,405,468,488,396,400,359,450,358,429,536,342,265,
应交税费(万元),409,293,278,671,435,398,63,562,691,549,159,811,291,1810,1456,1834,766,
应付利息(万元),83,121,,95,,11,13,14,18,13,,10,9,11,9,0,0,
应付股利(万元),,,,,,,,,,,,,0,0,300,0,0,
其他应交款(万元),,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,
其他应付款(万元),,29,,27,71,38,88,81,16,24,43,95,55,45,32,11,14,
预提费用(万元),,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,0,0,0,0,0,
应付分保账款(万元),,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,2000,2000,0,0,0,
其他流动负债(万元),1885,1424,1761,2799,2544,2350,1307,1867,,,,,0,0,0,0,0,
流动负债合计(万元),46953,62055,58118,56224,48353,46137,38937,36820,33354,35704,28466,32911,33152,36989,31317,35631,35709,
长期借款(万元),,,,,,,,,,,,,0,1000,5000,3000,0,
应付债券(万元),,,,,,,,,,,,,0,0,0,0,0,
长期应付款(万元),,,,,,,,,,,,,0,0,0,0,0,
专项应付款(万元),,,,,,,,,,,,,0,0,0,0,0,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,
长期递延收益(万元),2186,2058,,2135,2068,2105,1255,1276,1237,1201,1220,1240,1359,1376,1233,1177,120,
递延所得税负债(万元),,,2097,,,,,,,,,,0,0,0,0,0,
其他非流动负债(万元),,,,,,,,,,,,,0,0,0,0,0,
非流动负债合计(万元),2186,2058,2097,2135,2068,2105,1255,1276,1237,1201,1220,1240,1359,2376,6233,4177,120,
负债合计(万元),49139,64114,60215,58359,50422,48241,40192,38096,34591,36905,29685,34151,34512,39365,37550,39808,35829,
实收资本(或股本)(万元),20281,20281,20281,20281,20281,20281,11267,11267,11267,11267,8667,6500,6500,6500,6500,2600,2600,
资本公积(万元),969,969,969,969,969,969,8856,8856,8856,8856,10416,1754,1754,1754,1754,0,0,
减:库存股(万元),,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,
盈余公积(万元),1532,1532,1532,1532,1221,1221,1221,1221,871,871,871,871,502,502,178,464,252,
一般风险准备(万元),,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),11975,11174,11154,11026,9684,8966,9513,9689,8688,8098,8146,7838,5333,4522,1601,3904,1987,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,0,
归属于母公司股东权益合计(万元),34758,33956,33937,33808,32155,31437,30857,31033,29682,29092,28100,16964,14089,13279,10033,6968,4839,
少数股东权益(万元),,,,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),34758,33956,33937,33808,32155,31437,30857,31033,29682,29092,28100,16964,14089,13279,10033,6968,4839,
负债和所有者权益(或股东权益)总计(万元),83897,98070,94152,92167,82577,79678,71049,69129,64273,65997,57785,51115,48601,52644,47583,46776,40668,		
