报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),36430,74382,58637,80322,39734,59267,60434,57281,38542,79245,48018,36467,19180,38726,31587,30672,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),173700,126300,153000,160000,188000,100500,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),2261,1822,344,90,772,596,159,,580,410,,60,200,1280,395,500,
应收账款(万元),34605,33373,36128,15949,17099,17278,25478,15244,22100,19275,18144,12793,16835,14212,18746,9092,
预付款项(万元),40192,44656,38744,31179,25125,28804,26852,28059,22023,23001,27924,28010,26525,23929,21546,21304,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,2705,,1764,2038,3361,3202,1876,989,1388,936,1119,649,1696,1593,1090,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),276196,271621,235939,203108,198879,188442,161600,177631,194966,171023,157277,167625,180118,170178,140560,128204,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),11851,12482,38262,53695,44953,129805,233601,229498,192738,187983,7528,11037,10220,8342,5474,4094,
流动资产合计(万元),578374,567342,563576,546107,516600,528053,511325,509589,471937,482326,259827,257110,253727,258362,219900,194956,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,1018,1018,1018,1018,1018,1018,1018,1018,1018,700,700,1300,1300,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,882,,,,,49,49,49,49,58,98,98,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),581,583,,,,,,,,,,,,,,,
固定资产原值(万元),,282424,,254090,,243057,,239769,,221232,,215800,197755,,,,
累计折旧(万元),,138314,,121106,,114348,,106124,,99083,,92043,77753,,,,
固定资产净值(万元),,144110,,132984,,128709,,133645,,122149,,123757,120002,,,,
固定资产减值准备(万元),,699,,699,,699,,699,,702,,702,702,,,,
固定资产(万元),,143411,,132285,126520,128010,128988,132946,121116,121448,120016,123056,119301,115463,105606,95514,
在建工程(万元),,6635,,3444,6668,5148,3980,3415,10971,8977,7011,3957,2958,3593,4912,6187,
工程物资(万元),,1,,1,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,
生产性生物资产(万元),73,70,65,58,52,51,51,28,44,40,68,60,21,11,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),19409,19242,19191,13339,12649,11959,12080,12037,11511,11495,11418,11495,9666,7232,6322,6333,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),10915,10915,9796,459,,,,,,,,,,,,,
长期待摊费用(万元),1139,1232,1317,1324,1403,1438,1476,1536,1654,1778,1877,1991,2140,2008,79,107,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),158,137,116,7,6,6,5,5,4,4,4,4,4,0,1,4,
其他非流动资产(万元),570,520,501,501,390,644,482,482,199,723,76,1323,796,219,221,122,
非流动资产合计(万元),189875,189564,186587,152435,149588,148273,148080,151466,146516,145531,141536,142952,135636,129284,118540,109666,
资产总计(万元),768249,756906,750163,698542,666189,676326,659405,661055,618453,627857,401363,400062,389362,387646,338440,304621,
短期借款(万元),22829,22770,21053,12259,18742,20247,14263,9588,17980,17580,19121,15678,37645,67235,57432,64220,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,67,,37,,
应付账款(万元),28298,36157,,22282,,30614,15710,19222,19222,27265,21780,20008,21119,16904,14742,17179,
预收账款(万元),50868,31587,30206,25274,24913,20653,18472,24614,18910,25931,21390,40109,25646,29034,31202,30254,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,
应付职工薪酬(万元),13289,12477,10505,21417,11539,10585,8853,20807,11110,9903,6507,20442,21216,20120,20410,21152,
应交税费(万元),1905,2141,3270,2204,1088,2375,1921,1479,516,538,1238,605,926,696,739,535,
应付利息(万元),,,,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,,136,
其他应交款(万元),,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,
其他应付款(万元),,32999,,24468,18024,29443,38603,36513,25793,31129,41431,25779,37152,38981,40381,42135,
预提费用(万元),,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,5981,5981,1428,2446,2164,1777,983,460,
其他流动负债(万元),,,,,,,,,,,,,,,,,
流动负债合计(万元),140597,138132,120945,107905,95361,113918,97822,112223,99511,118327,112894,125068,145935,174747,165927,176071,
长期借款(万元),,,,,,,,,,,,,1018,1302,2,15,
应付债券(万元),,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,2667,3211,
预计非流动负债(万元),,,,,,,,,,,,,,,,,
长期递延收益(万元),20170,26452,21995,22188,19226,25484,19334,21064,9535,12097,12591,12887,11519,10295,7877,6413,
递延所得税负债(万元),2022,2054,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,
非流动负债合计(万元),22192,28506,21995,22188,19226,25484,19334,21064,9535,12097,12591,12887,12537,11597,10546,9640,
负债合计(万元),162790,166637,142939,130093,114587,139402,117156,133287,109046,130425,125485,137954,158472,186345,176472,185711,
实收资本(或股本)(万元),137800,137800,137800,137800,137800,137800,106000,106000,106000,106000,80000,80000,80000,80000,80000,80000,
资本公积(万元),199612,199612,199612,199612,199512,199612,231412,231412,231412,231412,28567,28567,28567,28567,28567,27477,
减:库存股(万元),,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,
盈余公积(万元),26962,26962,26962,26962,22609,22609,22609,22609,17487,17487,17487,17487,13749,9510,5339,1548,
一般风险准备(万元),,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,
未分配利润(万元),206181,190926,207523,195036,183456,168608,174384,160045,148164,136152,143196,129447,102684,78163,46224,8109,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),570555,555300,571897,559410,543377,528629,534405,520066,503063,491051,269250,255501,225000,196240,160130,117134,
少数股东权益(万元),34904,34968,35326,9039,8224,8295,7844,7702,6345,6381,6628,6606,5891,5062,1838,1776,
所有者权益(或股东权益)合计(万元),605459,590268,607223,568449,551601,536925,542249,527768,509408,497432,275878,262107,230891,201302,161968,118911,
负债和所有者权益(或股东权益)总计(万元),768249,756906,750163,698542,666189,676326,659405,661055,618453,627857,401363,400062,389362,387646,338440,304621,		
