报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),6728,8548,14446,10866,13046,13179,780,26060,11661,4601,12298,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),88600,90000,,,0,35,48,33,71,79,1,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),35210,22182,21719,28824,34018,57700,31988,4570,4954,3399,10399,
应收账款(万元),54192,58569,59583,52125,50541,58444,51683,50075,42877,28887,35570,
预付款项(万元),208,62,40,104,14,39,138,24,37,308,316,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,225,,320,2104,2,4,26,40,48,100,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),38412,41003,42963,40137,34806,38169,38449,36736,27381,23257,24872,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,
其他流动资产(万元),4871,7322,80047,26731,30000,30742,1161,,561,,5000,
流动资产合计(万元),228494,227910,219122,159107,164529,198310,124251,117524,87581,60579,88556,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),,32470,,30709,,26141,,25520,23849,22682,,
累计折旧(万元),,16560,,15709,,15112,,14532,14154,12740,,
固定资产净值(万元),,15910,,15000,,11029,,10988,9695,9942,,
固定资产减值准备(万元),,,,,,,,,,,,
固定资产(万元),,15910,,15000,11954,11029,11202,10988,9695,9942,10492,
在建工程(万元),,11959,,4446,1426,642,133,119,293,42,86,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),8989,9049,9108,9168,2437,2463,2488,2514,2618,2724,2830,
开发支出(万元),,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),717,773,735,692,725,773,687,662,565,385,473,
其他非流动资产(万元),,,,,,,,,,,,
非流动资产合计(万元),43772,37690,32725,29305,16543,14906,14510,14284,13171,13093,13882,
资产总计(万元),272266,265600,251847,188412,181072,213217,138761,131807,100752,73672,102438,
短期借款(万元),,,,4942,4942,44970,43200,9400,800,3000,29480,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),12,4,53,2,193,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),15000,15000,,,,,,29000,22900,13000,20000,
