报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,
货币资金(万元),2597521,2745937,,3086553,,2998487,,3055272,2882651,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),955891,656433,,541461,,431812,,449451,381937,
交易性金融资产(万元),4884382,5318712,,423301,,762807,,24226,146716,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),,,,,,,,,,
应收账款(万元),,,,,,,,,,
预付款项(万元),,,,,,,,,,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),,,,,,135191,,135946,112609,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,,,,,,,,,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),131702,424407,,1278933,,559642,,1640054,715866,
存货(万元),,,,,,,,,,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,
其他流动资产(万元),,,,,,,,,,
流动资产合计(万元),,,,,,,,,,
发放贷款及垫款(万元),15087895,14891970,,13722799,,12693060,,11596351,10097425,
可供出售金融资产(万元),,,,4991717,,5902851,,5063446,4293584,
持有至到期投资(万元),6381783,5452671,,1470958,,1426436,,1139437,821637,
长期应收款(万元),1462647,1461928,,1407319,,,,944988,431422,
长期股权投资(万元),51732,51588,,45912,,156638,,40718,37621,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),1,1,,1,,1,,1,10,
固定资产原值(万元),,451697,,,,,,,,
累计折旧(万元),,147305,,,,,,,,
固定资产净值(万元),,304392,,,,,,,,
固定资产减值准备(万元),,16,,,,,,,,
固定资产(万元),299494,304376,,314902,,299185,,321109,338902,
在建工程(万元),7158,5134,,2411,,1850,,1723,8797,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),37970,40035,,42031,,42241,,46356,38589,
开发支出(万元),,,,,,,,,,
商誉(万元),,,,,,,,,,
长期待摊费用(万元),4500,5460,,7662,,6773,,10260,10447,
