报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),37960,37161,44588,44987,43073,38813,37904,44284,10346,7758,10575,13618,4919,10310,3736,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),6836,9338,12472,10702,7887,11355,9093,8766,16166,9963,5397,5019,3984,2947,462,
应收账款(万元),46759,38284,33002,29900,29766,27988,22864,19556,18414,16350,14446,13125,13145,8931,4819,
预付款项(万元),5401,5578,4189,2851,4909,4705,2422,2478,447,914,455,888,1763,606,171,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,1340,,1247,2282,2280,2964,1258,1249,1530,2591,1047,554,205,188,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),54555,57634,65675,56727,57560,54480,50045,43033,30810,34176,41990,26135,12282,3965,8030,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,7,,14,,,1,,,,,
其他流动资产(万元),1466,961,1647,990,2329,2899,1893,1385,705,637,796,1143,50,14,8,
流动资产合计(万元),154434,150296,163268,147485,147883,142606,127311,120943,78136,71328,76251,60976,36697,26978,17414,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,343,631,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),3063,3108,3153,3198,3243,3288,3333,3378,3423,3468,,,,529,554,
固定资产原值(万元),,21333,,20993,,20795,,20584,,13068,16827,16064,9756,9017,8100,
累计折旧(万元),,6517,,5787,,5172,,4487,,3984,3764,2680,1915,1093,541,
固定资产净值(万元),,14816,,15206,,15623,,16097,,9084,13063,13383,7841,7924,7560,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,14816,,15206,16151,15623,15948,16097,9060,9084,13063,13383,7841,7924,7560,
在建工程(万元),,3762,,2496,2682,3092,2277,2181,2340,1991,,,1012,289,602,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),859,851,845,827,891,811,826,843,583,645,781,999,1244,506,462,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),14,14,7,8,4,,,,4,4,6,6,,5,10,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),1434,1681,1408,1370,944,1012,940,943,1090,1092,1116,590,261,145,80,
其他非流动资产(万元),,,,,,,13,21,1324,1306,,,8,,,
非流动资产合计(万元),25357,24232,23119,23106,23915,23825,23337,23462,17824,17590,14966,14978,10365,9740,9898,
资产总计(万元),179791,174528,186387,170591,171798,166431,150648,144405,95960,88918,91217,75954,47062,36719,27312,
短期借款(万元),12000,7500,7500,7500,7500,9500,7500,7500,7500,7500,6000,7500,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),6488,6514,,8883,,6637,5020,3950,3435,1105,2540,2000,200,,,
应付账款(万元),26043,25776,,24369,,24701,16044,17091,7199,7937,8874,6545,4281,1749,1251,
预收账款(万元),38272,38769,40149,36877,40528,37152,35580,30099,27150,22677,28978,21240,6408,1476,5559,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),982,944,1186,989,1010,1000,811,880,696,670,759,749,412,353,361,
应交税费(万元),1718,1963,659,1498,1205,1336,191,1394,1396,2394,1291,1982,1238,1617,675,
应付利息(万元),,,,,,,,,,,,,,,,
应付股利(万元),,,,,,158,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,688,,162,1202,135,119,91,368,326,252,535,744,521,529,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),23,23,23,23,35,23,23,23,,,,,5400,800,800,
其他流动负债(万元),,,,,,,,,,,,,,,,
流动负债合计(万元),86111,82176,93477,80301,84041,80642,65288,61028,47744,42608,48694,40552,18684,6515,9175,
长期借款(万元),,,,,,,,,,,,,,5400,3200,
应付债券(万元),,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,
长期递延收益(万元),61,67,73,79,106,136,150,156,172,166,178,150,178,205,,
递延所得税负债(万元),,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,
非流动负债合计(万元),61,67,73,79,106,136,150,156,172,166,178,150,178,5605,3200,
负债合计(万元),86173,82243,93550,80380,84148,80778,65438,61184,47916,42774,48872,40703,18862,12120,12375,
实收资本(或股本)(万元),10578,10578,7556,7556,7556,7556,7556,7556,5667,5667,5667,5667,5667,5667,5100,
资本公积(万元),42499,42499,45521,45521,45521,45521,45521,45521,14535,14535,14535,14535,14177,14140,8707,
减:库存股(万元),,,,,,,,,,,,,,,,
专项储备(万元),1265,1210,1168,1129,1009,969,930,890,824,771,664,505,356,227,108,
盈余公积(万元),2695,2695,2695,2695,2208,2208,2208,2208,1872,1872,1872,1414,936,552,129,
一般风险准备(万元),,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,
未分配利润(万元),34610,33716,34429,32063,30491,28584,28318,26412,24578,22699,19132,13051,7064,4013,893,
拟分配现金股利(万元),,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),91627,90685,91353,88951,86771,84835,84543,82586,47475,45543,41869,35171,28200,24599,14937,
少数股东权益(万元),1991,1600,1484,1261,879,818,667,634,569,601,476,80,,,,
所有者权益(或股东权益)合计(万元),93618,92285,92837,90211,87651,85653,85210,83221,48044,46144,42345,35251,28200,24599,14937,
负债和所有者权益(或股东权益)总计(万元),179791,174528,186387,170591,171798,166431,150648,144405,95960,88918,91217,75954,47062,36719,27312,		
