报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),7687,8819,17417,17222,13043,13346,17644,16159,16627,17900,3280,3917,2818,2047,1546,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),7000,8000,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,,
应收账款(万元),11092,10455,9426,10565,12741,8870,7261,7698,7605,8332,6022,5055,5339,4470,3322,
预付款项(万元),1970,676,2428,736,1296,1129,2064,1480,1200,578,1044,620,892,1114,1499,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),20,10,,,,,,,,,,,,41,9,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,4232,,4807,5053,4382,4036,3715,3482,2850,2356,2409,1755,2759,1906,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),680,653,698,655,697,798,745,739,751,748,780,818,896,878,1129,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),229,220,276,286,309,324,308,281,427,423,451,413,224,111,20,
流动资产合计(万元),33659,33063,34936,34271,33139,28849,32058,30072,30094,30832,13934,13232,11923,11422,9431,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),637,644,657,658,665,671,678,685,692,698,705,712,739,766,793,
固定资产原值(万元),,2774,,2765,,2769,,2764,,2734,,2725,2849,,,
累计折旧(万元),,1070,,1044,,1017,,962,,932,,879,879,,,
固定资产净值(万元),,1704,,1721,,1753,,1802,,1803,,1846,1969,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,1704,,1721,1743,1753,1776,1802,1828,1803,1822,1846,1969,2015,2200,
在建工程(万元),,3011,,1418,869,282,146,36,29,,,,,,,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),1369,1381,1391,1402,1414,1399,1410,1407,1421,1428,1439,1449,178,176,162,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,,5,23,107,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),216,188,137,140,125,85,81,86,74,74,70,64,61,50,37,
其他非流动资产(万元),,,,,,,,,,,,,735,,,
非流动资产合计(万元),7911,6929,6390,5340,4815,4189,4092,4017,4044,4003,4036,4072,3686,3029,3300,
