报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),179875,190234,127214,101923,136694,167812,143138,108678,106228,192626,207767,198908,
结算备付金(万元),,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,
交易性金融资产(万元),,100,23,150,111,,256,99,94,1589,17189,2041,
衍生金融资产(万元),,,,,,,,,,,,,
应收票据(万元),70600,76959,69327,46413,49206,56556,50562,66031,58049,26264,6209,7869,
应收账款(万元),170008,170491,164972,136068,129203,154162,142613,114193,126735,104238,87454,91078,
预付款项(万元),89052,75691,56841,25132,25041,12533,11555,9835,11290,17594,9124,15949,
应收保费(万元),,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,
其他应收款(万元),,8707,,,9271,9136,8807,7949,9501,13393,42484,61844,
应收出口退税(万元),,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,
存货(万元),207586,187964,166145,164250,171421,140724,157020,162447,141842,135373,97735,105392,
待摊费用(万元),,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,19995,,,,
其他流动资产(万元),66390,63900,16567,9864,3024,33547,3154,13758,12935,11906,22369,4903,
流动资产合计(万元),791769,774048,608894,490125,523972,574469,517105,482990,486668,502984,490329,487984,
发放贷款及垫款(万元),,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,1081,943,881,
持有至到期投资(万元),,,,,,,,,,9993,,,
长期应收款(万元),,,,,,,,,,,,,
长期股权投资(万元),16964,17797,18478,18949,20209,20721,22002,22321,23039,23623,24039,24460,
其他长期投资(万元),,,,,,,,,,,,,
