报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),372261,526744,330894,302570,428471,607516,621180,270332,,
结算备付金(万元),189975,116196,69091,80294,97450,117938,123204,117725,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),2692674,2335203,,,,,182057,160246,,
衍生金融资产(万元),38,,76,1,,,,,,
应收票据(万元),,,,,,,,,,
应收账款(万元),7982,8166,,12627,,,2425,162,,
预付款项(万元),,,,,,,,,,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),,,,5584,,,5916,5989,,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,,,,,,,,,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),24164,22907,20942,20436,16658,19713,26925,34286,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),546474,476841,543018,649718,482192,271105,264801,88679,,
存货(万元),,,,,,,,,,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,
其他流动资产(万元),,,,,,,,,,
流动资产合计(万元),,,,,,,,,,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,147669,144985,120496,270166,300476,195755,,
持有至到期投资(万元),12828,21677,5000,,,,3919,,,
长期应收款(万元),,,,,,,,,,
长期股权投资(万元),,,,,139,163,,,,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),3270,3338,3473,3541,3745,4017,4288,4439,,
固定资产原值(万元),,29641,29425,,30944,29181,,,,
累计折旧(万元),,21171,20704,,21295,20011,,,,
固定资产净值(万元),,8470,8721,,9649,9171,,,,
固定资产减值准备(万元),,,,,,,,,,
固定资产(万元),9122,8470,8721,8033,9670,9184,9663,9655,,
在建工程(万元),1822,1646,2232,1852,974,1962,1164,1668,,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),8080,7549,7410,6532,6783,6102,5756,4956,,
开发支出(万元),,,,,,,,,,
商誉(万元),,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),3924,3887,4644,3185,2145,1329,970,2303,,
其他非流动资产(万元),24961,7363,35961,6472,12393,13646,4042,4137,,
非流动资产合计(万元),,,,,,,,,,
资产总计(万元),4083393,3718664,2738443,2136271,1432711,1540896,1798990,1121773,1009094,
短期借款(万元),10013,,159300,159300,,,,,,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),6,10,,,,,,,,
交易性金融负债(万元),20803,15451,16232,16482,6648,6748,,,,
衍生金融负债(万元),,49,,5,,,,,,
应付票据(万元),,,,,,,,,,
应付账款(万元),14566,2324,,3355,,,1636,1038,,
预收账款(万元),,,,,,,,,,
卖出回购金融资产款(万元),1192087,922071,615918,8150,,,30000,119040,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),55115,54567,46943,49273,40332,36077,36708,24300,,
应交税费(万元),4275,5315,5891,3412,3666,1868,5763,17331,,
应付利息(万元),,,,5928,,,2916,35,,
应付股利(万元),,,,,,,,,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,,,,,,,,,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),295224,341837,213333,242345,257069,361391,483573,331541,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
