报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),21140,27784,30401,22103,22143,28177,30105,51527,15729,15953,11675,2666,969,
结算备付金(万元),,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,
应收票据(万元),626,217,142,1239,270,131,97,275,167,,,,,
应收账款(万元),31172,26178,21590,32958,31997,22083,4786,11415,26679,10372,3958,2173,4146,
预付款项(万元),2021,1098,1156,660,481,426,532,239,203,444,1639,795,3,
应收保费(万元),,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,35,,,,
应收股利(万元),,,,,,,,,,,,,,
其他应收款(万元),,754,,703,670,335,506,219,686,277,94,744,1168,
应收出口退税(万元),,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,
存货(万元),49795,22013,19259,22683,25753,32838,15318,18849,24239,4977,5510,6649,1127,
待摊费用(万元),,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,
其他流动资产(万元),13713,12044,6827,9024,10704,16854,25727,1735,5250,,409,15129,5,
流动资产合计(万元),120540,90089,80161,89370,92018,100844,77071,84257,72952,32058,23284,28155,7418,
发放贷款及垫款(万元),,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,
固定资产原值(万元),,27148,,26859,,17227,,10897,10812,10180,5855,4854,,
累计折旧(万元),,7386,,6273,,3963,,3150,2834,1881,1226,743,,
固定资产净值(万元),,19762,,20586,,13264,,7746,7978,8299,4629,4111,,
固定资产减值准备(万元),,,,,,,,,,,,,,
固定资产(万元),,19762,,20586,13156,13264,7533,7746,7978,8299,4629,4111,1991,
在建工程(万元),,13561,,10134,8949,5188,4312,3670,1822,310,1506,562,871,
工程物资(万元),,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,
无形资产(万元),11335,9097,8390,7602,6023,3248,2330,2349,2335,2344,2332,526,527,
开发支出(万元),,,,,,,,,,,,,,
商誉(万元),33657,5304,5304,5304,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,
递延所得税资产(万元),1916,1375,1547,1637,1243,822,677,686,744,480,198,42,39,
