报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),4384,4337,3383,3818,3399,7006,14065,10262,8453,3089,2211,354,1616,317,2271,2413,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),6965,6797,4357,5946,4561,3040,1254,2277,2995,4905,2759,1615,2218,593,1412,1016,
应收账款(万元),8827,8843,11880,8446,9651,8778,10513,7172,9627,8590,6978,6804,9265,7282,5412,4851,
预付款项(万元),356,275,558,222,93,512,1169,153,406,791,873,625,388,269,873,296,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,56,,13,57,28,19,6,35,39,27,40,76,87,82,132,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),10793,10604,11682,12178,12801,12488,11879,10609,8664,6682,8666,8657,8461,11368,14857,12125,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),15044,15058,15047,15049,16049,12192,6000,11353,11148,,,,,,431,1246,
流动资产合计(万元),46408,45970,46935,45672,46612,44043,44899,41832,41329,24096,21515,18095,22763,19916,25338,22078,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
